name,artist_1,artist_2,uri,year,popularity,explicit,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Antihero,Noisestorm,,spotify:track:7zCxnbrTrWMBPOYlTQXAfC,2016,0,False,192000,0.608,0.99,5,-0.817,1,0.0719,4.67e-05,0.887,0.0695,0.284,149.932
On Fire,Melano,,spotify:track:1HIg9qSXi8fayOoDFfqJt5,2016,0,False,230940,0.429,0.919,2,-3.418,0,0.0507,0.000354,0.000866,0.418,0.263,172.034
It Came from Planet Earth,Stephen Walking,,spotify:track:2mMlp3u8nh5tcGDiRS1gAa,2016,0,False,201462,0.674,0.986,0,-3.637,1,0.0463,0.00651,0.867,0.176,0.575,130.016
They Just Haven't Seen It (feat. the Nicholas),San Holo,The Nicholas,spotify:track:5qAbwj3B6H7ztbEcO9bN9T,2016,0,False,320584,0.751,0.731,9,-4.896,0,0.0387,0.166,0.386,0.0743,0.266,136.978
Night Goes On (feat. Q'AILA),Eminence,Supermans Feinde,spotify:track:5Qlq6N7fk9gs6NVioAmsFj,2016,0,False,251240,0.54,0.783,7,-4.735,0,0.0575,0.0072,0.000175,0.592,0.177,129.898
Snake Eyes (feat. CoMa),Feint,Coma,spotify:track:6oitiO9T2zLPC6sI4kwEe1,2013,0,False,264835,0.501,0.815,7,-5.882,0,0.0747,0.000425,0.115,0.264,0.175,173.937
Into the Wild,Snavs,Sebastian Lind,spotify:track:3lIhCOr2bJyuYCncjO1E4A,2016,0,False,227200,0.567,0.936,5,-3.91,0,0.0539,0.0286,2.7e-06,0.938,0.334,149.993
Phosphor (feat. Miyoki),Feint,Miyoki,spotify:track:1AxVhl7hQPEmUBRyFQk1Le,2014,0,False,198750,0.39,0.86,3,-4.821,1,0.0831,0.00237,0.000124,0.336,0.269,128.004
Some Kind of Magic (feat. MYZICA),LVTHER,Myzica,spotify:track:4wLfRv7Og2J02JLayZIYph,2016,0,False,194290,0.493,0.931,11,-4.387,1,0.0482,0.0403,0.00228,0.258,0.295,168.019
The Pressure,Stonebank,,spotify:track:06QoDUvoLQyYc6QS9nW88i,2015,0,False,248509,0.533,0.854,11,-3.425,0,0.0441,0.00125,0.0531,0.158,0.402,170.063
The Girl (feat. Cozi Zuehlsdorff),Hellberg,Cozi Zuehlsdorff,spotify:track:2TsMgZTaacXikcOAEezzyk,2015,0,False,265660,0.49,0.72,9,-3.797,0,0.0351,0.0691,0.0,0.121,0.428,125.993
Pressure (feat. Laura Brehm),Draper,Laura Brehm,spotify:track:02qhH1lM7cnv21869kWW06,2015,0,False,318537,0.474,0.692,6,-5.776,0,0.033,0.0171,1.83e-05,0.138,0.492,139.884
Turbo Penguin,Sound Remedy,Nitro Fun,spotify:track:10McjLEshIntz70hO2Jz50,2014,0,False,211273,0.708,0.949,1,-4.191,1,0.0734,0.0145,0.00304,0.311,0.143,128.028
Error Code,Case & Point,,spotify:track:7qBMxXf2bGl1i7SB9KOtM6,2014,0,False,209345,0.714,0.941,8,-4.272,1,0.0853,0.00251,0.91,0.095,0.161,127.959
Reasons feat. Andrew Allen,Project 46,,spotify:track:3dHC2M7GPFB0iNk64foCxj,2012,25,False,316860,0.82,0.705,7,-6.769,1,0.0531,0.0412,0.0218,0.0523,0.799,127.983
Closer,Laszlo,,spotify:track:6sF6crrCP6ujwFCK8YeQvy,2015,0,False,256801,0.616,0.625,1,-6.615,1,0.0707,0.139,0.000813,0.129,0.413,100.043
Legends (feat. TeamMate),Razihel,TeamMate,spotify:track:1rHj1DDIycN7O9phZHK9TG,2015,0,False,272000,0.548,0.959,9,-2.731,0,0.157,0.00883,0.000164,0.167,0.0911,145.032
Toothless Hawkins (And His Robot Jazz Band),Varien,Razihel,spotify:track:2a0u9xfapgvsU4qGwHOTxL,2013,0,False,240577,0.751,0.823,9,-5.291,1,0.143,0.0138,0.000236,0.236,0.408,110.116
Eagle Eyes (feat. Emel),Stonebank,EMEL,spotify:track:72zhzLGVvjxEnzIMIyr0Cd,2014,0,False,344571,0.295,0.809,5,-4.769,1,0.0575,0.00126,0.00999,0.329,0.0535,139.928
The Other Day,Insan3lik3,,spotify:track:0jUIMCMXcQFtfoSpfBWs3m,2012,0,False,239731,0.707,0.577,0,-7.509,0,0.0528,0.0331,0.0852,0.154,0.24,129.069
Sadbot,Pixl,,spotify:track:15Ri7r4p2xxvyBisDa5izE,2016,0,False,268190,0.662,0.751,8,-4.598,1,0.0285,0.00218,0.916,0.0823,0.348,145.046
The Munsta,SCNDL,,spotify:track:2GHNZvjA57wLRl4FVk0MhS,2014,0,False,249375,0.756,0.953,1,-5.039,0,0.0911,0.00104,0.69,0.412,0.805,127.987
The Munsta (Aero Chord Remix),SCNDL,,spotify:track:6Bzd51o5889AhewZ4BZQWQ,2014,0,False,219986,0.572,0.982,1,-3.01,0,0.369,0.0536,0.831,0.117,0.0874,150.016
The Journey - Original Mix,Feint,Veela,spotify:track:5oKjKxXLzNfqiPelCb2mz7,2012,0,False,346063,0.485,0.594,6,-7.485,1,0.0704,0.00667,0.068,0.369,0.241,172.016
Where I'll Be Waiting (feat. Cozi Zuehlsdorff),Rich Edwards,Cozi Zuehlsdorff,spotify:track:4eYTA2riRj3oDF9LpdoWLN,2016,0,False,193434,0.51,0.806,11,-3.042,0,0.0583,0.396,0.0,0.0918,0.219,127.915
Fall Away,Feint,,spotify:track:1u7wbVBGsAyl5MTBdzAExJ,2015,32,False,310345,0.446,0.91,7,-3.351,0,0.0885,0.0394,0.177,0.0891,0.142,174.06
Turtle Town,Stephen Walking,,spotify:track:2dDwACSqXkZ7SWR53Hpa9i,2016,0,False,226000,0.652,0.94,7,-2.692,0,0.033,0.0362,0.511,0.202,0.764,119.985
Heartbit (MIU Remix) [feat. Tia Simone],Pegboard Nerds,Miu,spotify:track:4RFsbyyXk7iyPslXJmm6hm,2016,0,False,205550,0.401,0.951,2,-3.252,1,0.203,0.000571,0.0921,0.604,0.135,149.843
Heartbit (feat. Tia),Pegboard Nerds,Tia,spotify:track:1mwa5lOa8YAE262zVApbC3,2016,0,False,167813,0.617,0.974,2,-4.085,1,0.0563,0.00171,0.101,0.358,0.126,128.104
"Theme (From ""Battlefield 1942"")",London Music Works,,spotify:track:5HONB1N3YrPfLu4dynQAlC,2011,42,False,155987,0.679,0.612,10,-9.501,0,0.0351,0.622,0.935,0.155,0.603,90.059
"Battlefield 4 ""Warsaw"" Theme",Rami,,spotify:track:1chyJq730TJZbISRmXV0WP,2013,0,False,156387,0.43,0.796,0,-7.05,1,0.0527,0.000615,0.695,0.328,0.106,176.09
Popsicle Beach,nanobii,,spotify:track:5hcxsYRs35Eqz4i8lUhDCz,2016,19,False,168762,0.446,0.838,11,-4.081,1,0.129,0.092,0.0,0.12,0.437,174.237
Chrysalis,Protostar,Draper,spotify:track:57MnoUBFsqCYsvbG7Vt3ZZ,2015,0,False,285318,0.547,0.593,11,-6.926,0,0.0501,0.0139,0.83,0.143,0.067,104.983
Chemical Plant Zone (Protostar Remix),Protostar,,spotify:track:7mD3zhRSmrzfsvwTahFPRR,2014,15,False,221664,0.642,0.801,6,-5.686,0,0.0463,0.000114,0.852,0.0476,0.614,139.972
One Look (feat. Mammals),LVTHER,Mammals,spotify:track:0yNwiO2VD2vakcfHZ1NI33,2014,0,False,236565,0.552,0.863,7,-3.029,0,0.0306,0.000466,0.00696,0.275,0.318,100.003
Dragon Pirates,Tut Tut Child,,spotify:track:3b8lDFEsngn5AQGZBz6GWj,2012,0,False,265000,0.174,0.831,2,-4.779,0,0.124,5.58e-05,0.0424,0.339,0.373,173.837
Rainbow Road,nanobii,,spotify:track:1bdSt7626m8iEOyPR33Up9,2014,0,False,173811,0.379,0.783,10,-4.539,1,0.0905,0.00163,0.833,0.198,0.252,170.094
Hey Hey,BYNON,BISHØP,spotify:track:743mIgZtbHVwDHaEENZ56G,2015,17,False,197705,0.747,0.746,11,-6.441,0,0.0372,0.0131,0.00296,0.149,0.465,122.002
"Passion (From ""Kingdom Hearts II"") [Piano Solo]",Kyle Landry,,spotify:track:2xFBrGSZ4mSURd8p5IU4ed,2012,40,False,274656,0.406,0.13,1,-20.32,0,0.0515,0.964,0.87,0.0964,0.0975,116.005
"Hikari (From ""Kingdom Hearts"") [Piano and Violin]",Kyle Landry,Joshua Chiu,spotify:track:1m8bgzpMVAzhXAJss34lul,2013,34,False,290476,0.253,0.0864,10,-18.959,1,0.04,0.96,0.803,0.256,0.1,134.093
"Time (From ""Inception"") [Piano Solo]",Kyle Landry,,spotify:track:5g02kqmhoP5TAf1MZqudWu,2012,29,False,344269,0.285,0.0235,7,-22.043,1,0.0625,0.984,0.675,0.0725,0.0485,63.573
Skyrim Main Theme,Kyle Landry,,spotify:track:30VeLRNKLAHfpWSXMJZaan,2013,31,False,216079,0.31,0.247,11,-15.309,0,0.0438,0.834,0.892,0.114,0.0789,77.63
Searching for You (feat. Eric Zayne),Unlike Pluto,Karra,spotify:track:2kdDn2roQbmhUMbMyVKGt0,2016,0,False,201290,0.632,0.719,1,-4.731,0,0.0304,0.00342,0.166,0.0994,0.36,124.013
Leaving Now,Noisestorm,,spotify:track:54GhIt6ohl4iEJvIRSq6fm,2016,0,False,237177,0.358,0.915,11,-2.301,1,0.0579,0.00587,0.202,0.126,0.118,170.001
Checkpoint,Nitro Fun,Hyper Potions,spotify:track:0rYLoflnc6CyJAon095n68,2016,0,False,219899,0.461,0.849,7,-5.368,1,0.0448,0.00102,0.772,0.223,0.445,140.117
Restart,Subtact,,spotify:track:5F8s2ouVO95FL6FgZ3HfTp,2015,0,False,249974,0.636,0.838,11,-5.46,1,0.06,0.0111,0.619,0.222,0.718,154.993
The Saint,Conro,,spotify:track:4pEtsf8fNnr93Gi5iIqERt,2016,0,False,199970,0.69,0.896,9,-3.449,0,0.0406,0.0906,0.609,0.146,0.42,100.001
Awake (feat. Colordrive),WRLD,Colordrive,spotify:track:6wnv0vsemqfnfWWZ6y0F6i,2016,0,False,192474,0.72,0.821,11,-2.034,0,0.0569,0.022,0.0,0.324,0.815,94.974
Blackout,Pegboard Nerds,,spotify:track:7eMP9Nkd3dWsc7RujxTDf3,2016,0,False,212323,0.668,0.977,1,-2.673,1,0.0515,0.0111,0.17,0.363,0.589,128.06
I'm Here,Puppet,Foria,spotify:track:5oY1qrLsmz04CcxUYXsBFS,2016,0,False,204391,0.434,0.775,8,-4.912,1,0.0452,0.0797,8.66e-06,0.125,0.232,94.974
Payback,Dimitri Vangelis & Wyman,Steve Angello,spotify:track:6QhwLtNg6BorvSO05vbXnz,2015,0,False,349489,0.637,0.827,7,-5.153,0,0.0629,0.046,0.103,0.575,0.339,128.025
Before We Fade,Tristam,,spotify:track:0x3EdJ365doyy9T2dd4g6Y,2016,0,False,247412,0.292,0.861,7,-4.498,1,0.308,0.0917,2.14e-05,0.154,0.193,84.707
New Game,Nitro Fun,,spotify:track:2l9RUDEOpEBjvcthJm5GtO,2014,0,False,259355,0.627,0.991,1,-2.9,0,0.0804,0.000611,0.675,0.396,0.516,128.007
Cheat Codes,Nitro Fun,,spotify:track:0Tv0mATuRY8X3wC1nFtZlL,2014,0,False,211875,0.626,0.96,4,-4.234,0,0.0837,0.000287,0.000304,0.894,0.146,128.001
Where I'll Be Waiting (VIP Mix) [feat. Cozi Zuehlsdorff],Rich Edwards,Cozi Zuehlsdorff,spotify:track:3jaFpX0ipGKN9PJuO2TRau,2016,0,False,200818,0.47,0.683,2,-5.882,1,0.0397,0.181,1.14e-06,0.0727,0.226,140.084
Alive feat. Lara Woolf - Original Mix,Case & Point,Lara Woolf,spotify:track:1Btdt8tgW5QatxnKlbaCk5,2013,39,False,338149,0.752,0.872,5,-5.613,0,0.22,0.000591,0.00415,0.0798,0.429,128.005
By Design,WRLD,,spotify:track:6PZQD1hTRKIivHuX5CJEp0,2016,0,False,286786,0.569,0.851,11,-2.875,0,0.0488,0.0429,0.00039,0.12,0.348,175.066
Dancing By Myself (feat. Q'AILA),Glacier,,spotify:track:7ykq7xS1DA5egoJfarqZfm,2016,0,False,224710,0.388,0.724,0,-3.252,1,0.0588,0.0921,0.0,0.258,0.307,107.032
Break The Silence,Richard Caddock,WRLD,spotify:track:3Mjx4rEp0Ocq05nK3MONxt,2016,0,False,272842,0.611,0.662,3,-5.91,0,0.0435,0.00105,0.325,0.107,0.273,95.076
Found You (feat. Michelle Buzz),Unlike Pluto,Michelle Buzz,spotify:track:4m7CgCcnPkjUXkpCT3mMfc,2016,0,False,207273,0.644,0.86,8,-6.504,0,0.0448,0.255,0.00586,0.144,0.572,132.027
Little Too Close (feat. Veronika Redd),WRLD,Veronika Redd,spotify:track:3DRDBFh14bHqSttHxYJFF7,2015,0,False,244889,0.654,0.749,10,-4.711,1,0.0325,0.0313,0.00181,0.122,0.354,94.989
Orbit (feat. Richard Caddock),WRLD,Richard Caddock,spotify:track:3BkLpheTPPxLrAvi0dHId8,2014,0,False,240000,0.571,0.62,6,-5.791,1,0.0267,0.00544,0.0,0.0923,0.625,150.012
Thunder - Original Mix,Insan3lik3,Richard Caddock,spotify:track:3KkFLWcHkXMXbzIi4XYyIS,2014,0,False,229507,0.66,0.687,9,-6.034,0,0.0355,0.0325,1.27e-06,0.189,0.427,115.99
Time Bomb (feat. Veela),Feint,Boyinaband,spotify:track:26vNIXrv6BI6l0gHHk81Hg,2012,0,False,211644,0.335,0.811,11,-4.911,1,0.0339,0.00049,0.0231,0.178,0.222,175.015
Vagrant,Feint,Veela,spotify:track:1M85o2ruB9uTj68dIXj6dJ,2015,53,False,268571,0.429,0.737,10,-4.788,0,0.0431,0.0216,1.41e-05,0.12,0.297,174.987
Those Eyes - Original Mix,Feint,,spotify:track:38ilvMVSMnglc1ExENfszX,2011,36,False,287195,0.469,0.675,5,-8.665,1,0.0397,0.00203,0.904,0.57,0.0849,178.005
Hero (feat. Elizaveta),Pegboard Nerds,Elizaveta,spotify:track:1mPPo1eG1joz3HX0Ecw9LL,2014,0,False,330400,0.436,0.922,11,-3.279,0,0.0627,0.00374,0.000413,0.253,0.0928,150.151
For You (feat. Park Avenue),Rich Edwards,Park Avenue,spotify:track:7IAg3WsdQDY9feFsJ8vIbQ,2016,0,False,211461,0.393,0.743,5,-4.849,0,0.0428,0.226,2.27e-06,0.177,0.19,77.403
Ashes (Burn Your Love) [feat. Danyka Nadeau],Hellberg,Rich Edwards,spotify:track:3bhv7JImIpBmMrGHp75vgX,2014,0,False,307897,0.6,0.671,6,-7.666,0,0.0502,0.00388,0.04,0.178,0.297,128.038
See It All (feat. Jonny Rose),Rich Edwards,Jonny Rose,spotify:track:2OC5bYs9j5AeeHyM3GRVUi,2015,0,False,310134,0.619,0.72,5,-5.417,1,0.0772,0.000169,4.5e-06,0.346,0.316,128.026
Fighter,WRLD,,spotify:track:4dY8LrnTrm5c0b2qU3XaxM,2015,0,False,240300,0.601,0.871,2,-4.455,1,0.0629,0.0296,1.19e-06,0.156,0.269,100.024
Scribble (Extended Mix) [feat. the Eden Project],Puppet,Eden Project,spotify:track:5uVPa0OQKKH8n1oMHDA4YV,2014,0,False,264658,0.34,0.724,7,-4.364,1,0.121,0.664,2.11e-06,0.525,0.38,128.065
Listen to the Storm,Puppet,,spotify:track:4Bm8ode0UTz5vpgqqdCBdN,2016,0,False,263854,0.112,0.387,0,-12.394,1,0.0463,0.595,0.329,0.37,0.0386,81.305
Build the Cities [Classical],Karma Fields,,spotify:track:1VD6DLVHK7anr8iHb3p5Q9,2016,0,False,281618,0.48,0.296,2,-16.356,0,0.033,0.824,0.924,0.387,0.0636,102.736
The 90s,Aero Chord,,spotify:track:7JpfR33EFrV0j9wyI6fv8C,2016,0,False,248696,0.654,0.943,5,-5.331,0,0.0375,0.187,0.384,0.381,0.772,138.022
Boundless,Aero Chord,,spotify:track:4WhJIrDvdLE8BzD1cY3gFC,2014,0,False,192706,0.648,0.964,7,-3.743,1,0.0972,0.00149,0.917,0.322,0.671,170.052
Halo (feat. Helen Tess),SMLE,Helen Tess,spotify:track:1ACxHTxrvaDu1Sxu5V4ojZ,2016,0,False,230400,0.564,0.934,3,-5.193,0,0.386,0.0764,1.17e-06,0.353,0.479,75.365
Tunnel Vision,Subtact,,spotify:track:4VsJd9oAvamkHdljV1ZvbU,2016,0,False,265031,0.532,0.885,0,-4.902,1,0.184,0.00106,0.481,0.312,0.54,163.024
Flight,Tristam,Braken,spotify:track:66WcaWVGRFmpx0euxmw9yM,2013,0,False,219429,0.434,0.755,2,-5.735,1,0.659,0.0415,2.57e-05,0.106,0.217,87.383
Truth,Tristam,,spotify:track:26yGxHiLkXJkQ7FsmTGfod,2012,0,False,315020,0.458,0.845,8,-5.372,0,0.112,0.117,0.00839,0.346,0.211,128.088
To the Stars,Braken,,spotify:track:5rAZJ4K9K0U4BVE6mJBZbW,2013,0,False,202286,0.479,0.911,5,-6.465,0,0.0889,0.0122,0.737,0.126,0.144,175.058
Fight,Tokyo Machine,,spotify:track:5dbk5RUPARtgflHBG0OJzF,2016,0,False,215625,0.746,0.751,2,-5.093,1,0.0537,0.00349,0.76,0.0496,0.712,128.029
Wanchu Back,Aero Chord,,spotify:track:1av8ny0TzgxX8xNldPmY2z,2016,0,False,268525,0.738,0.883,7,-4.675,0,0.0502,0.173,0.554,0.0994,0.42,121.997
To Be Alive (feat. Aaron Richards),Puppet,Aaron Richards,spotify:track:1iff81CVnFKnH4C0NvVjXs,2016,0,False,273000,0.495,0.872,2,-3.042,1,0.0401,0.0143,4e-05,0.245,0.419,102.955
Words (feat. Laura Brehm),Feint,Laura Brehm,spotify:track:1vakLwHqWs8Ou43hSb8yaF,2016,0,False,276000,0.5,0.871,0,-3.924,1,0.0553,0.000565,0.114,0.327,0.357,87.509
Telling Me,Koven,,spotify:track:1IOljAMJyyq07kMxL1gVSy,2016,0,False,292800,0.438,0.959,5,-2.989,0,0.366,0.00441,0.000231,0.0953,0.208,149.806
Wake Up (feat. Jessi Mason),Grant,Jessi Mason,spotify:track:136pAe9k5gEi9kRgJ3UHxE,2016,0,False,250800,0.588,0.782,5,-2.81,0,0.0994,0.137,0.0,0.104,0.56,149.994
Ignite - 2016 League Of Legends World Championship,Zedd,,spotify:track:39rqDP2s2hN1JtXptyeM3u,2016,56,False,195467,0.723,0.741,5,-4.442,0,0.0344,0.0714,3.17e-05,0.0796,0.387,127.967
One,Tristam,Rogue,spotify:track:0RZX8YtJjmRuWt3izCsORW,2012,0,False,219522,0.575,0.605,7,-7.934,0,0.0318,0.00206,0.00358,0.263,0.471,139.94
Back to Start,Stonebank,,spotify:track:46frEscYLoQ483ZjvmlmbE,2016,0,False,292500,0.608,0.927,9,-5.032,0,0.0634,0.0302,0.00798,0.0918,0.0666,127.926
Melodymania,Pegboard Nerds,,spotify:track:6Cyc1MlJ85UKlEE1WYWmcF,2016,0,False,191349,0.695,0.92,6,-3.776,1,0.0405,0.0069,0.0304,0.168,0.214,128.064
Pixel,Tokyo Machine,,spotify:track:4vZXhME0XduqiJif4HZBXt,2016,0,False,198545,0.741,0.96,0,-4.981,1,0.092,0.0358,0.619,0.0966,0.949,127.998
Killing Giants (feat. Richard Caddock),Puppet,Murtagh,spotify:track:1wWAi1GSn9Dca8pzusP7vj,2016,0,False,241911,0.395,0.941,4,-4.529,1,0.0713,0.199,0.00119,0.348,0.405,179.965
Until The End (feat. Q'AILA),Aero Chord,Fractal,spotify:track:1iTjXNMPeFcKZxxY8sG7QR,2016,0,False,307500,0.422,0.909,11,-4.154,0,0.175,0.0242,0.0446,0.0543,0.256,160.066
Showdown,F.O.O.L,,spotify:track:2mY4AbpVmdFOOp1SdFtdWj,2016,0,False,301610,0.656,0.84,11,-3.755,0,0.0407,0.00158,0.264,0.369,0.187,124.998
Matches (Subtact Remix) [feat. Aaron Richards],Ephixa,Stephen Walking,spotify:track:2kJIKWjy5uOloskQPWbWuo,2016,0,False,206897,0.557,0.85,6,-5.899,0,0.0723,0.00147,0.0173,0.111,0.376,145.006
Hollow Mind (feat. Q'AILA),Eminence,Q'Aila,spotify:track:6CQW6Htwmx3qcs4k7Pi2Lj,2016,0,False,271232,0.379,0.565,0,-4.891,0,0.0308,0.316,0.000159,0.109,0.12,127.85
The Girl (Capital A Remix) [feat. Cozi Zuehlsdorff],Hellberg,Cozi Zuehlsdorff,spotify:track:1WweIfBG6elxrbQmMvoVGw,2015,0,False,247664,0.409,0.546,9,-6.839,0,0.0316,0.127,0.000149,0.173,0.12,126.083
Shelter,Kyle Landry,,spotify:track:0L4GrbOpZzAJUHtjaro9bA,2016,41,False,352495,0.213,0.144,0,-22.98,1,0.0435,0.945,0.857,0.269,0.0801,99.961
Shelter,Porter Robinson,Madeon,spotify:track:3ISYGHoYnu4gos6JNMfL4z,2016,0,False,218965,0.276,0.796,0,-4.499,1,0.0579,0.00293,0.0,0.184,0.26,199.526
Flicker,Porter Robinson,,spotify:track:6svZ9rs70wvsCWacMHgzPM,2014,0,False,279000,0.593,0.715,10,-3.737,0,0.1,0.0318,0.000368,0.169,0.565,92.03
Lionhearted,Porter Robinson,Urban Cone,spotify:track:1yEF6KQftCPLUObb4B4KyH,2014,0,False,266107,0.62,0.722,8,-6.923,1,0.034,0.0226,0.00152,0.144,0.352,120.005
Years Of War,Porter Robinson,Breanne Düren,spotify:track:7LKkZbnbonHlXxLedkGjMv,2014,0,False,236053,0.524,0.749,11,-5.053,1,0.0335,0.00707,0.00227,0.128,0.193,110.025
Sad Machine,Porter Robinson,,spotify:track:18hTbh3xszreJlzMmi0Kbi,2014,0,False,350690,0.474,0.698,0,-4.901,0,0.0325,0.0337,2.05e-06,0.0724,0.31,88.511
Hideaway,WRLD,Savoi,spotify:track:2VY5XRP2IAaPATo1YBtc9m,2017,32,False,205800,0.747,0.635,2,-4.765,1,0.0421,0.223,4.7e-05,0.0967,0.656,100.007
Sun Is Shining,Axwell /\ Ingrosso,Axwell,spotify:track:1Gzv0cMy3xm7sgN5gd7WkU,2015,0,False,255066,0.474,0.756,2,-2.973,1,0.0518,0.0747,0.0,0.0693,0.413,131.84
Theme of King JJ,Taro Umebayashi,Linus Norda,spotify:track:5WPwdBH0BT9Og6UXI84ULd,2016,39,False,222067,0.501,0.629,11,-6.759,1,0.0292,0.456,0.0,0.244,0.271,133.115
Minami's Boogie,Taro Umebayashi,,spotify:track:4xjdcn2hGNy8Bi4Y524wWV,2016,30,False,212720,0.514,0.734,7,-6.859,1,0.0765,0.0792,0.338,0.279,0.538,200.87
愛について〜Eros〜,Taku Matsushiba,Jin Oki,spotify:track:4zUb0xOVlMqBFKNeAEpS0y,2016,44,False,136120,0.428,0.706,7,-6.55,1,0.044,0.0578,0.0469,0.312,0.548,103.847
Intoxicated,Taro Umebayashi,"Jovette Rivera""",spotify:track:0JcfovILnc3U5Kxn0AvqpQ,2016,30,False,129280,0.587,0.589,11,-10.866,0,0.041,0.0185,0.0612,0.0907,0.503,138.104
愛について〜Agape〜,Taro Umebayashi,杉山劉太郎,spotify:track:6Lg8n7eS0bwSDt448nPnnw,2016,41,False,140347,0.127,0.284,11,-10.947,0,0.0342,0.886,0.00611,0.31,0.0575,173.292
Goya No Machiawase,Hello Sleepwalkers,,spotify:track:5s0AxcVJJD2YYPstMb61ro,2014,63,False,170640,0.406,0.959,0,-3.014,1,0.0952,0.000891,0.0,0.327,0.571,94.277
Saru Wa Kikara Dokoe Ochiru,Hello Sleepwalkers,,spotify:track:2F6xe9dMXC32vfyU0lRs2N,2014,36,False,255840,0.53,0.98,4,-2.332,0,0.131,0.00087,0.0,0.315,0.6,91.951
Kyouran Hey Kids!!,THE ORAL CIGARETTES,,spotify:track:38kcwx5znepLWCIBID0Bwm,2016,70,False,250973,0.526,0.981,8,-1.82,1,0.111,0.00318,0.00161,0.187,0.781,142.016
Kizukeyo Baby,THE ORAL CIGARETTES,,spotify:track:3EEaEEltAaQAp0EhIwJEaK,2016,51,False,253747,0.57,0.954,1,-2.122,0,0.0571,0.001,1.01e-05,0.325,0.936,141.962
A-E-U-I,THE ORAL CIGARETTES,,spotify:track:7Aheu473SQ437ZkhFmOg7i,2016,47,False,237547,0.435,0.939,5,-2.254,0,0.0558,0.00113,3.59e-06,0.166,0.537,170.035
5150,THE ORAL CIGARETTES,,spotify:track:1IwUQylKMcovb0KcRMrY25,2016,22,False,238785,0.454,0.907,2,-3.37,0,0.0524,0.00136,3.27e-06,0.325,0.473,96.011
"Glassy Sky (From ""Tokyo Ghoul"")",AmaLee,,spotify:track:2VT7jp1tvlp3uihHnrCTZG,2015,48,False,300822,0.496,0.344,8,-13.13,0,0.0465,0.509,0.00426,0.758,0.239,145.931
Enban Hirai,Hello Sleepwalkers,,spotify:track:3Zj2NGe3Si1WVHWyVRgTXR,2014,25,False,235280,0.322,0.965,9,-2.459,0,0.152,0.0027,0.0,0.113,0.484,130.457
All the Things,Dual Core,,spotify:track:3AmUxZTznxdSDhgdPVAg0M,2012,0,False,284211,0.709,0.82,6,-7.259,0,0.203,0.193,0.00254,0.282,0.635,94.935
Fear & Chaos,Dual Core,,spotify:track:7BNxRrlR3U8blB3F3AQe2h,2012,0,False,297273,0.441,0.882,10,-6.975,0,0.429,0.000339,0.0,0.214,0.616,176.079
Moonland,Au5,,spotify:track:1CqOoPwOBBxAOIrGebTe3u,2013,0,False,303706,0.31,0.834,11,-4.414,0,0.092,0.00348,0.00608,0.349,0.323,169.984
Feels Right - Radio Edit,JPB,MYRNE,spotify:track:54fiTamOOfnsB9wmxhaENl,2016,45,False,199187,0.45,0.948,9,-2.503,0,0.302,0.0535,8.88e-05,0.882,0.674,89.942
Want You,Orbiter,Stephen Walking,spotify:track:5ubjyzIjppta70tPMcntrV,2017,0,False,202800,0.582,0.621,1,-5.042,1,0.0313,0.0928,5.86e-05,0.164,0.33,100.056
Break Loose (feat. Splitbreed),Televisor,SPLITBREED,spotify:track:5jXZbwkC9pmhzt3SjTRwR0,2015,0,False,219273,0.711,0.792,0,-5.89,0,0.111,0.0656,5.59e-05,0.371,0.766,120.013
"September - Throttle x Earth, Wind & Fire",Throttle,"Earth, Wind & Fire",spotify:track:1VTVFgZW2RhuZsk8j1jyJK,2015,39,False,256622,0.71,0.893,6,-5.904,0,0.149,0.0234,4.89e-06,0.335,0.458,122.018
Super Smash Bros. Brawl - Main Theme,Triforce Quartet,,spotify:track:2mpqQiMKuIHSHqn1fZrCqL,2014,40,False,125166,0.324,0.234,4,-12.706,1,0.0394,0.94,0.829,0.365,0.307,76.425
Verge,Owl City,Aloe Blacc,spotify:track:0j2qUNSW3dbSRjRMUORR3T,2015,0,False,213026,0.547,0.764,2,-6.904,1,0.0327,0.000216,1.99e-06,0.111,0.198,128.02
Cool Beans,Rod & Kevin,B-Legit,spotify:track:1H7BaQJNriRBoOhB0diHdA,1965,0,False,156347,0.808,0.498,10,-9.098,0,0.543,0.124,0.0,0.401,0.268,84.98
The Man Who Sold the World,Midge Ure,,spotify:track:2HUNIj9v8qlJnpuslgcSIX,1985,53,False,343867,0.535,0.503,2,-8.595,0,0.0354,0.0495,0.267,0.341,0.333,112.97
Downhearted (feat. Jonny Rose),Pegboard Nerds,Jonny Rose,spotify:track:6o2PbdLKJvEHr4VMxjuREK,2015,0,False,210038,0.591,0.847,8,-4.007,1,0.046,0.0389,6.25e-06,0.0811,0.33,120.039
Soft Spoken,Puppet,,spotify:track:0mqj7euFdGkP0o4Mw0MbBc,2016,0,False,302742,0.444,0.522,8,-8.302,1,0.0382,0.0887,0.0844,0.131,0.085,127.989
Hurt,Johnny Cash,,spotify:track:4dDZyGxClFiOBUjcpxhXWg,2003,0,False,216533,0.544,0.378,9,-8.607,0,0.0264,0.719,0.00035,0.105,0.149,91.078
