name,artist_1,artist_2,uri,year,popularity,explicit,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
This Is What You Came For (feat. Rihanna),Calvin Harris,Rihanna,spotify:track:0azC730Exh71aQlOt9Zj3y,2016,77,False,222160,0.63,0.928,9,-2.787,0,0.0331,0.199,0.124,0.148,0.465,123.963
Of The Night,Bastille,,spotify:track:4yFEz5j53bnYoavrMqJY6i,2013,0,False,214206,0.673,0.827,5,-7.18,0,0.0416,0.0193,0.000227,0.0885,0.346,124.999
Bad,Michael Jackson,,spotify:track:3FvQH46A4B37eNHjooIXcu,1995,56,False,247133,0.802,0.869,8,-5.03,1,0.0456,0.00712,0.241,0.0585,0.339,114.14
One Call Away,Charlie Puth,,spotify:track:2uEJanMvnA1dXgX1ASnPQm,2015,57,False,192075,0.665,0.62,1,-5.43,1,0.035,0.417,0.0,0.113,0.451,91.008
The Trouble with Us,Marcus Marr,Nick Murphy,spotify:track:2gkyOTZQJ7mWf32KK0zEXc,2015,0,False,222067,0.828,0.735,2,-4.929,1,0.0636,0.323,0.000893,0.159,0.835,121.094
Shut Up and Dance,WALK THE MOON,,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,2014,79,False,199080,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038
Fresh Eyes,Andy Grammer,,spotify:track:4tfmkxUhK6e2j6EpHl4H68,2016,0,False,198001,0.827,0.526,0,-7.984,1,0.0345,0.559,2.15e-05,0.148,0.87,122.054
Little Lion Man,Mumford & Sons,,spotify:track:20uBdCmVtlUuYsvxysoito,2009,1,True,247000,0.525,0.503,5,-7.974,1,0.0272,0.0211,2.47e-05,0.091,0.453,138.856
The Mack,Nevada,Mark Morrison,spotify:track:7aV2mflaASUmGhCErm7kBO,2016,0,False,167038,0.707,0.883,0,-4.281,1,0.0602,0.0707,0.0,0.23,0.541,106.031
Wings,Delta Goodrem,,spotify:track:0F2rLjrLIE4LzZXxUzhOx2,2015,5,False,207095,0.631,0.849,9,-4.391,0,0.0353,0.0728,0.0,0.122,0.332,119.991
Roads,Lawson,,spotify:track:0hAElLsI88f3nvcaqqIn9y,2015,22,False,216160,0.682,0.903,10,-3.234,0,0.0603,0.0129,2.37e-05,0.0912,0.878,112.014
Call On Me - Ryan Riback Remix,Starley,Ryan Riback,spotify:track:3VbV2BIXQbb5eYVWqA8nLC,2016,0,False,222041,0.676,0.841,0,-4.088,1,0.0367,0.063,0.000812,0.19,0.711,105.009
Fireball (feat. John Ryan),Pitbull,John Ryan,spotify:track:49eplIHvgCLY8HAgcaWrUb,2014,64,False,235012,0.69,0.937,10,-5.393,1,0.0642,0.0894,0.000104,0.0532,0.794,122.951
Let It Go,James Bay,,spotify:track:3nnG7AM9QopHVPEuLX3Khk,2015,72,False,260533,0.536,0.311,1,-10.396,1,0.0288,0.82,1.65e-05,0.107,0.246,147.486
Cocoon,Milky Chance,,spotify:track:2v06ZOVTUrUoBNKOCqS22m,2016,0,False,254000,0.735,0.711,10,-5.922,1,0.0318,0.0778,0.00023,0.0916,0.795,114.041
My Way,Calvin Harris,,spotify:track:1vvNmPOiUuyCbgWmtc6yfm,2016,74,False,219160,0.819,0.913,4,-3.059,0,0.0427,0.0935,3.72e-05,0.161,0.536,119.989
Never Be Like You,Flume,kai,spotify:track:12REd1n8PeiHHWOh066tpr,2016,1,True,233337,0.494,0.559,0,-5.445,1,0.0565,0.436,0.0,0.164,0.264,119.247
Scared to Be Lonely,Martin Garrix,Dua Lipa,spotify:track:3ebXMykcMXOcLeJ9xZ17XH,2017,78,False,220883,0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972
Paris,The Chainsmokers,,spotify:track:15vzANxN8G9wWfwAJLLMCg,2017,70,False,221520,0.646,0.644,2,-6.763,1,0.031,0.0243,0.0,0.0888,0.251,99.999
Capsize,FRENSHIP,Emily Warren,spotify:track:3GBlLqIYgB8zWaeWDNJzdh,2016,0,False,237760,0.681,0.708,5,-6.019,0,0.0304,0.042,0.14,0.682,0.356,92.993
Call On Me - Ryan Riback Extended Remix,Starley,Ryan Riback,spotify:track:78rIJddV4X0HkNAInEcYde,2016,46,False,222041,0.67,0.838,0,-4.031,1,0.0362,0.0604,0.000611,0.159,0.717,104.998
Hotline Bling,Drake,,spotify:track:2FBUoWkIuQXwayw2RNo5l6,2016,0,False,267067,0.903,0.62,2,-8.094,1,0.0587,0.00347,0.000119,0.0504,0.539,134.96
Scared to Be Lonely,Martin Garrix,Dua Lipa,spotify:track:0KR2W3St74th8z3LS94Ffh,2017,7,False,220253,0.568,0.583,1,-6.81,0,0.0636,0.0741,0.0,0.396,0.196,137.865
Cold Water (feat. Justin Bieber & MØ),Major Lazer,Justin Bieber,spotify:track:5x9uAWpQ0qj8V61xckw6TV,2016,58,False,185352,0.608,0.798,6,-5.092,0,0.0432,0.0736,0.0,0.156,0.501,92.943
Mercy,Shawn Mendes,,spotify:track:0Zxswuv5xzIhxDnsKJLq82,2017,0,False,208733,0.561,0.674,4,-4.882,0,0.0818,0.118,0.0,0.111,0.383,148.127
Chameleon,PNAU,,spotify:track:5SWXB6yNFEf1Dmqtw5zr9L,2016,10,False,198021,0.705,0.936,4,-3.193,1,0.0415,0.00162,0.000142,0.335,0.228,119.982
All Time Low,Jon Bellion,,spotify:track:0SuLAslEMFZAXf0SwY7syi,2016,68,True,217603,0.617,0.567,0,-4.188,1,0.0828,0.0584,0.0,0.0933,0.505,90.246
Call on Me - Ryan Riback Remix,Starley,Ryan Riback,spotify:track:14uKsvPJ0quzQvdB6f7Dur,2016,58,False,222041,0.67,0.837,0,-4.031,1,0.0362,0.06,0.000694,0.159,0.71,105.003
Issues,Julia Michaels,,spotify:track:6AeQlMyRzvSl1nkFztZyKl,2017,55,False,176347,0.722,0.417,8,-6.825,1,0.0618,0.39,0.0,0.0612,0.451,113.965
It Ain’t Me (with Selena Gomez),Kygo,Selena Gomez,spotify:track:12GEpg2XOPyqk03JZEZnJs,2017,64,False,220781,0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968
Cocoon,Milky Chance,,spotify:track:09ktDKfoIaTmPbDMIJycYp,2017,50,False,255160,0.743,0.659,10,-6.755,1,0.0343,0.0998,0.00028,0.0622,0.804,114.033
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,PARTYNEXTDOOR,spotify:track:7qiocSptcv8CObe8mdvsiZ,2017,41,True,203180,0.803,0.743,1,-3.602,0,0.0681,0.105,2.12e-06,0.099,0.674,108.005
Keep Me Crazy,Sheppard,,spotify:track:756xOfT6UoTgkf0w8PnVIC,2017,30,False,196954,0.683,0.827,2,-6.745,1,0.0553,0.0222,0.0,0.179,0.697,143.95
Skin,Rag'n'Bone Man,,spotify:track:6y2Kaz9QI01XBKJ8mTb7Pf,2017,67,False,239627,0.565,0.745,0,-7.733,1,0.31,0.265,0.0,0.147,0.352,170.654
Falling,Alesso,,spotify:track:3d9JucRI60arArgQXqtfjJ,2017,0,False,202314,0.709,0.72,7,-3.94,0,0.0366,0.263,0.0,0.347,0.675,115.987
In My Blood,The Veronicas,,spotify:track:0x4GHzCjY5MGQ960CHnVHz,2016,52,False,200480,0.538,0.809,7,-6.017,0,0.0504,0.00136,0.0,0.406,0.278,120.001
Body Like A Back Road,Sam Hunt,,spotify:track:1W0z9ZFfzkpvAQ23Sd7Cti,2017,1,False,165387,0.731,0.466,5,-7.219,1,0.0327,0.484,1.42e-06,0.105,0.653,98.959
No Money,Galantis,,spotify:track:0gb1J5UrTpzaU1s3nupgCd,2016,68,False,189127,0.671,0.916,6,-4.014,0,0.0397,0.0282,0.00762,0.24,0.803,126.01
Dear Future Husband,Meghan Trainor,,spotify:track:3cU2wBxuV6nFiuf6PJZNlC,2015,71,False,184227,0.655,0.782,1,-4.789,1,0.185,0.375,0.0,0.317,0.832,79.427
Lips Are Movin,Meghan Trainor,,spotify:track:6gj08XDlv9Duc2fPOxUmVD,2015,69,False,182667,0.775,0.825,7,-5.402,1,0.0464,0.0506,1.03e-06,0.111,0.95,139.091
Rock That Body,Black Eyed Peas,,spotify:track:52ZiapOPlSsnOW38efJZeK,2009,0,False,268840,0.715,0.907,7,-6.025,0,0.0993,0.0172,8.39e-05,0.426,0.841,124.992
Meet Me Halfway,Black Eyed Peas,,spotify:track:2T4u39au5RJzsulMUpRuVr,2009,0,False,284373,0.798,0.629,11,-6.857,0,0.0735,0.00474,2.17e-05,0.324,0.4,130.0
Imma Be,Black Eyed Peas,,spotify:track:6jMw916p6AcxnVQ9n4kbsy,2009,0,False,257560,0.597,0.517,0,-6.963,1,0.365,0.179,0.0,0.307,0.412,92.035
Alive,Black Eyed Peas,,spotify:track:3fVzDzEyIKC5h2VMmR9Cb6,2009,0,False,303453,0.801,0.643,11,-7.07,0,0.0375,0.0676,0.00047,0.613,0.568,115.038
Missing You,Black Eyed Peas,,spotify:track:63HKH6KQQDOym9zZW5KVbp,2009,0,False,274547,0.801,0.728,0,-5.419,0,0.0989,0.211,0.0,0.411,0.404,126.062
Ring-A-Ling,Black Eyed Peas,,spotify:track:20WQAS1aKcg1g7PleJpEZL,2009,0,False,272760,0.684,0.832,7,-7.372,0,0.0788,0.165,0.0,0.187,0.62,124.883
Party All The Time,Black Eyed Peas,,spotify:track:6f7ThZVSzHBx5yairryawA,2009,0,False,283587,0.698,0.821,0,-5.749,1,0.0493,0.0384,0.0,0.488,0.35,128.02
Out Of My Head,Black Eyed Peas,,spotify:track:3c42Z1rkA7L6W0suOp3vHN,2009,0,False,231893,0.928,0.47,7,-6.712,1,0.133,0.00443,0.0203,0.113,0.711,121.04
Electric City,Black Eyed Peas,,spotify:track:0yBI7HheJYIu74DspysD0w,2009,0,False,248120,0.77,0.471,0,-6.019,1,0.0787,0.00754,0.00214,0.143,0.403,89.018
Showdown,Black Eyed Peas,,spotify:track:0r039EctzsOJPdEY26teh5,2009,0,False,267400,0.748,0.624,5,-6.648,0,0.18,0.0115,0.0,0.445,0.475,128.608
Now Generation,Black Eyed Peas,,spotify:track:6Hlkr304SlFX14yAz8HNB2,2009,0,False,245907,0.796,0.737,2,-7.148,1,0.156,0.134,0.0,0.146,0.848,144.986
One Tribe,Black Eyed Peas,,spotify:track:1KYF4Qx4VjYMk0LnIk94eA,2009,0,False,280627,0.854,0.475,9,-9.436,0,0.127,0.334,0.000228,0.182,0.801,119.993
Rockin To The Beat,Black Eyed Peas,,spotify:track:0p8S1SrAqfwRmzNTeBUvKg,2009,0,False,225427,0.89,0.446,8,-9.001,0,0.0669,0.0443,0.123,0.118,0.408,128.022
Mare,Black Eyed Peas,,spotify:track:1Z3nrejy25ClNkQH2fAwST,2009,0,False,175280,0.568,0.802,7,-8.194,1,0.249,0.0553,2.35e-05,0.269,0.691,66.165
Headlights,Eminem,Nate Ruess,spotify:track:14WB9RMGcLvEKWNgPP22fV,2013,0,True,343032,0.691,0.795,11,-3.654,1,0.14,0.164,0.0,0.833,0.47,146.687
Say It,Flume,Tove Lo,spotify:track:6vnDoUOHTiVB5DvX18tJon,2016,0,True,262521,0.597,0.531,3,-6.83,0,0.0295,0.0685,3.72e-06,0.0617,0.271,74.938
Love The Way You Lie,Eminem,Rihanna,spotify:track:6UaRii9AH6Zss9xNMEQ2M9,2010,0,True,263373,0.746,0.922,10,-5.014,1,0.236,0.246,0.0,0.515,0.638,86.961
Runaway (U & I),Galantis,,spotify:track:46lFttIf5hnUZMGvjK0Wxo,2015,74,False,227074,0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008
Hide Away,Daya,,spotify:track:0uyZ5ckiIUbFZd3P6RWmrj,2016,62,False,192376,0.885,0.8,11,-4.714,0,0.0846,0.23,1.99e-06,0.0734,0.464,95.018
Hold Back The River,James Bay,,spotify:track:1KZyVnyptQcPzkx7ELCnZC,2015,66,False,238747,0.715,0.715,5,-7.364,1,0.0902,0.0526,0.0,0.0936,0.507,134.922
Not Afraid,Eminem,,spotify:track:4hEl2wrneFEJbJ6SDYWd2f,2010,0,True,248133,0.854,0.954,0,-1.185,0,0.246,0.543,0.0,0.201,0.67,114.609
Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,Wanz,spotify:track:4YMqbFcDIFiCBd02PzUBcM,2012,57,True,235613,0.781,0.526,6,-6.985,0,0.293,0.0619,0.0,0.0457,0.662,94.992
Don't Worry Be Happy,Bobby McFerrin,,spotify:track:4hObp5bmIJ3PP3cKA9K9GY,1988,65,False,294400,0.675,0.166,11,-22.602,1,0.171,0.88,7.14e-05,0.0461,0.747,68.837
Heavy (feat. Kiiara),Linkin Park,Kiiara,spotify:track:104buTcnP2AsxqB7U1FIZ4,2017,67,True,169801,0.59,0.671,9,-6.098,1,0.0706,0.0484,0.0,0.0604,0.438,149.982
Somebody Else,The 1975,,spotify:track:1P5UsHGwu5h9Cg0DYGswMM,2016,0,True,347526,0.618,0.793,0,-5.711,1,0.0601,0.204,0.0154,0.126,0.459,101.015
Whataya Want from Me,Adam Lambert,,spotify:track:2rDwdvBma1O1eLzo29p2cr,2009,62,False,227320,0.44,0.683,11,-4.732,0,0.0489,0.00706,0.0,0.0593,0.445,185.948
Ghost Town,Adam Lambert,,spotify:track:44aN5xKL3kGHvQ5bXVk6B8,2015,63,True,208330,0.703,0.736,4,-5.709,0,0.046,0.186,1.92e-05,0.174,0.274,119.955
Someone Like You,Adele,,spotify:track:6QPKYGnAW9QozVz2dSWqRg,2011,52,False,285240,0.554,0.321,9,-8.251,1,0.028,0.893,0.0,0.0996,0.288,135.047
Surface,Aero Chord,,spotify:track:5ERWSokrBWx8sUwHV6QN93,2014,0,False,254118,0.573,0.735,2,-4.132,1,0.0428,0.0445,0.865,0.187,0.246,170.007
I'm Ready,AJR,,spotify:track:3oYbe2YVDCOaHhtzY7JEHs,2015,0,False,227378,0.601,0.877,9,-3.557,1,0.106,0.0108,0.0,0.31,0.598,77.969
Weak,AJR,,spotify:track:3TJk0aoXM0knrOlgd1fnbx,2017,0,False,202187,0.675,0.632,5,-4.542,1,0.0439,0.122,0.0,0.141,0.704,124.035
Faded,Alan Walker,,spotify:track:1brwdYwjltrJo7WHpIvbYt,2015,0,False,212627,0.589,0.651,6,-5.097,1,0.0306,0.0291,3.2e-06,0.111,0.166,90.011
Wild Things,Alessia Cara,,spotify:track:0PAj9Y5kFEzhGeWkockoxv,2016,60,False,188493,0.741,0.626,1,-4.826,0,0.0886,0.02,0.0,0.0828,0.706,108.029
Trick of the Light,Alexander Wolfe,,spotify:track:5n7wZS5DqYezW3HyLP19dY,2014,0,False,227453,0.527,0.622,4,-10.119,0,0.0403,0.353,3e-05,0.188,0.245,105.053
Empire State of Mind (Part II) Broken Down,Alicia Keys,,spotify:track:5sra5UY6sD658OabHL3QtI,2009,72,False,216480,0.479,0.368,6,-7.784,1,0.0341,0.739,4.1e-05,0.118,0.142,92.959
Your Fires,All The Luck In The World,,spotify:track:6kQP6QE17dvHPw4vQNj6nn,2014,0,False,287388,0.515,0.388,7,-13.913,1,0.0387,0.847,0.00336,0.124,0.182,93.771
Sons and Daughters,Allman Brown,Liz Lawrence,spotify:track:1tW0KVsEb31lq4cuLaykaS,2013,0,False,216052,0.523,0.468,5,-9.477,0,0.0905,0.767,2.27e-06,0.367,0.202,148.036
Breezeblocks,alt-J,,spotify:track:3n69hLUdIsSa1WlRmjMZlW,2012,71,False,227080,0.616,0.656,5,-7.298,1,0.0344,0.096,0.000879,0.205,0.286,150.071
Best Day Of My Life - Single Version,American Authors,,spotify:track:6RxO08wzUmlE1sBc1bNZNW,2014,58,False,194240,0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012
Hit It,American Authors,,spotify:track:46wcdZ8jkLcC4W5uJWlcQH,2014,31,False,207453,0.639,0.914,7,-3.661,1,0.0931,0.00226,0.0,0.513,0.75,120.07
Ocean,Andreas Moe,,spotify:track:5Ay4TcmTVEGR3pHlJGGTnf,2014,21,False,221368,0.53,0.573,9,-9.612,1,0.0304,0.213,6e-05,0.161,0.325,95.032
Fresh Eyes,Andy Grammer,,spotify:track:4nMlau89VAjmV7agkl7OY3,2016,0,False,198001,0.822,0.544,0,-6.797,1,0.0332,0.562,2.4e-05,0.144,0.861,122.047
And the Boys,Angus & Julia Stone,,spotify:track:23PIu3m4HwMOy8iTF0YkvC,2010,0,False,249893,0.788,0.414,5,-8.986,0,0.0282,0.523,0.0129,0.136,0.489,99.909
Why This Kolaveri Di? - The Soup of Love,Anirudh Ravichander,Dhanush,spotify:track:2VGs7EmaIxq96Wcog6DQOc,2011,52,False,259293,0.82,0.785,5,-4.003,0,0.158,0.59,1.79e-05,0.372,0.894,140.013
Alarm,Anne-Marie,,spotify:track:0OwX5aROoW1Iip8FV51Efg,2016,61,True,205593,0.756,0.589,0,-5.093,1,0.232,0.0812,0.0,0.176,0.811,146.928
Rain On A Strange Roof,Anthony D'Amato,,spotify:track:1PUIJYEDkkMdESFbGArH8S,2016,0,False,201573,0.606,0.737,4,-5.819,1,0.0421,0.00347,0.000231,0.0935,0.706,140.095
Boom Shack-A-Lak - Edit,Apache Indian,,spotify:track:4YQ8bUN7nN1fwl7EYRSeKB,2007,0,False,228960,0.749,0.614,6,-10.43,0,0.031,0.0106,2.22e-05,0.771,0.881,133.996
Silhouette,Aquilo,,spotify:track:1ZyMdpNyiw4VYsbmHFgzEp,2017,0,False,230417,0.464,0.412,1,-8.342,1,0.032,0.721,0.0,0.0393,0.12,132.259
"Sugar, Sugar",The Archies,,spotify:track:3iSws76HjaU7k49EqJVTfF,2007,65,False,167187,0.736,0.871,2,-2.786,1,0.0278,0.466,0.0,0.108,0.967,122.395
Book Club,Arkells,,spotify:track:0zgR6ooskB7meospZ252Ho,2011,34,False,197120,0.428,0.881,1,-4.071,0,0.128,0.316,0.0,0.128,0.598,78.849
Build It Better,Aron Wright,,spotify:track:7lLKxcNeJtDTWVRKHovLEC,2015,50,False,234474,0.527,0.333,4,-13.02,1,0.0315,0.909,0.162,0.111,0.164,94.952
Get Stupid,Aston Merrygold ,,spotify:track:3oEahTLa8DOXmE1N1WRYzt,2015,44,False,199728,0.808,0.954,0,-1.576,1,0.0448,0.044,0.00025,0.202,0.91,120.027
Half The World Away,AURORA,,spotify:track:21HfUACOv1lgBiYocruoW8,2016,57,False,198133,0.62,0.11,8,-13.704,1,0.0416,0.949,6.28e-06,0.16,0.211,111.362
Running With The Wolves,AURORA,,spotify:track:3mYKQcFU6USoJpzpkwYdQe,2015,0,False,192314,0.562,0.559,5,-6.471,1,0.0549,0.214,7.08e-05,0.45,0.401,164.013
All Is Well,Austin Basham,,spotify:track:0QdrAzNM4o0E11qLmMC2vg,2014,0,False,256681,0.34,0.419,11,-12.244,1,0.0337,0.859,0.00211,0.141,0.263,99.938
Love Love Love,Avalanche City,,spotify:track:22iEXvM2LtwyVLQyRl6NSJ,2011,39,False,192800,0.506,0.539,6,-5.129,1,0.0264,0.311,0.0,0.0958,0.275,99.855
Levels - Skrillex Remix,Avicii,Skrillex,spotify:track:5HRV0yHL9ioy0FvEXbI8Xu,2011,0,False,281147,0.615,0.91,5,-2.825,0,0.0762,0.00761,0.0067,0.16,0.346,140.0
Hey Brother,Avicii,,spotify:track:3zKST4nk4QJE77oLjUZ0Ng,2013,1,False,255093,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014
Waiting For Love,Avicii,,spotify:track:5eCgNATwXgRc4mZx9NymGJ,2015,0,False,228750,0.567,0.746,6,-3.748,0,0.0511,0.335,0.0,0.392,0.578,128.03
Harlem Shake,Baauer,,spotify:track:01XFgRZfZI7oBagNf1Loml,2013,57,False,196664,0.452,0.794,0,-5.151,1,0.0483,0.0111,0.00182,0.416,0.282,137.825
I Spend Too Much Time in My Room,The Band CAMINO,,spotify:track:6XHikJpK06NoXaFwkH4tPL,2016,46,False,272378,0.48,0.439,9,-7.221,1,0.025,0.39,0.00385,0.514,0.152,97.055
Howl,Banner.,,spotify:track:4OkQT2kCWDyG10o25SO2ig,2017,16,False,319825,0.57,0.228,3,-13.659,0,0.0303,0.849,0.0175,0.0987,0.175,72.946
Even the Darkness Has Arms,The Barr Brothers,,spotify:track:6W49z468BT75GsO2tCcBtq,2014,59,False,230518,0.508,0.652,11,-13.102,1,0.0429,0.813,0.148,0.29,0.746,101.313
Hopeful,Bars and Melody,,spotify:track:2aGSD5ALsZW913FF4shqwX,2014,39,False,169360,0.437,0.846,8,-4.109,1,0.147,0.358,0.0,0.251,0.467,104.087
Keep Smiling,Bars and Melody,,spotify:track:5aJPqEtc2Fbb11ws7a77OK,2015,15,False,181244,0.73,0.803,0,-5.262,1,0.273,0.133,0.0,0.1,0.757,75.057
Things We Lost In The Fire,Bastille,,spotify:track:1SQdS3nQT0OALklAVANDnM,2013,0,False,240747,0.579,0.917,4,-4.88,0,0.0618,0.0612,0.0,0.251,0.664,134.04
Thieves,The Beach,,spotify:track:4pC3DAjCbYhnpzQ4ZOQD7z,2015,35,False,239920,0.483,0.477,4,-9.108,0,0.0433,0.363,0.00182,0.103,0.165,136.681
Above The Clouds Of Pompeii,Bear's Den,,spotify:track:3cnkPRKvkItP5xGfnAPsAg,2014,29,False,279453,0.563,0.382,4,-12.466,1,0.0335,0.853,0.000639,0.0806,0.142,100.739
Intergalactic - Remastered,Beastie Boys,,spotify:track:5fpizYGbi5IQoEraj6FP0R,1998,67,False,231493,0.734,0.864,2,-6.119,1,0.303,0.022,9.85e-06,0.246,0.47,105.932
I Will Be Blessed,Ben Howard,,spotify:track:6cBUCs1geaG9q6HQPzRyL0,2011,1,False,331173,0.445,0.361,0,-13.183,1,0.0271,0.718,0.0289,0.393,0.272,77.434
Only Love,Ben Howard,,spotify:track:3MdYFBIzPf7lSJnI8wi3Ka,2011,0,False,249173,0.547,0.49,8,-9.891,1,0.137,0.336,0.00174,0.118,0.365,80.305
In Dreams,Ben Howard,,spotify:track:4cbuJTJ4XP6dkkskYh3Ss1,2014,0,False,213440,0.491,0.598,0,-13.506,1,0.0398,0.617,0.571,0.136,0.267,126.746
I Like You,Ben Rector,,spotify:track:5C2Vas6jEIarFNVhNHuTGB,2013,1,False,138518,0.657,0.356,3,-11.808,1,0.0362,0.343,1.27e-06,0.11,0.394,78.914
I Try,Ben Taylor,,spotify:track:6aM93yziLBHnqnQgAFaQ7m,2006,40,False,152667,0.557,0.139,6,-13.519,1,0.0384,0.915,0.0267,0.113,0.423,143.88
Cinema (Skrillex Remix) [feat. Gary Go],Benny Benassi,,spotify:track:22OEutiG239e70rPkINd7c,2011,0,False,307853,0.637,0.985,6,-3.809,0,0.184,0.00988,0.00857,0.0649,0.374,145.111
My Foolish Heart,Bill Evans,,spotify:track:0Fcm71fQO2mUjPLHwPJ85I,2012,0,False,297744,0.399,0.123,9,-23.608,1,0.0384,0.885,0.118,0.694,0.15,118.724
#WHERESTHELOVE - Charity Single,Black Eyed Peas,The World,spotify:track:5Fo4UuaiJqHmu3X6ETvp66,2016,0,False,325387,0.521,0.667,8,-4.977,1,0.0458,0.509,0.0,0.102,0.494,91.007
Gold on the Ceiling,The Black Keys,,spotify:track:5lN1EH25gdiqT1SFALMAq1,2011,67,False,224333,0.505,0.833,0,-4.632,1,0.0475,0.00772,7.9e-05,0.069,0.565,130.121
Iron Man,Black Sabbath,,spotify:track:0mSbyL8xGNhYF2EHrIkQbe,1975,35,False,354774,0.332,0.769,9,-11.503,1,0.0765,0.00367,0.00413,0.0372,0.525,157.378
Heart and Soul,Black Swan Classic Jazz Band,,spotify:track:7D3709T3kfx9R4dacQuNWh,2016,2,False,265827,0.57,0.224,5,-15.877,1,0.041,0.966,0.0198,0.0808,0.584,113.375
idfc,blackbear,,spotify:track:6y6jbcPG4Yn3Du4moXaenr,2015,78,True,245172,0.63,0.5,1,-8.755,0,0.0611,0.611,4.04e-05,0.114,0.315,144.871
Heavy Love,Bobby Bazini,,spotify:track:65r1CstIgv25lotffPEVQP,2014,21,False,197627,0.509,0.852,4,-7.146,1,0.0438,0.267,0.00106,0.237,0.644,114.919
Bubblegum (I Can't Stop This Feeling),Bobby Bazini,,spotify:track:7kADmkRqH2kpv6ZGNFqCJ5,2014,16,False,261573,0.657,0.732,9,-6.448,1,0.0543,0.636,0.0,0.465,0.941,150.12
You Already Know,Bombay Bicycle Club,Kathryn Williams,spotify:track:0lA7tVMKUhvv2KCeUmpgfC,2008,0,False,262461,0.666,0.214,2,-16.048,1,0.0421,0.913,0.047,0.0993,0.474,95.603
Blood Bank,Bon Iver,,spotify:track:7qUoDTmVj07qUf6ZBDhWKl,2009,62,False,285160,0.494,0.372,7,-11.89,1,0.0331,0.964,0.0296,0.117,0.25,116.855
Michicant,Bon Iver,,spotify:track:0oirMI8pqPHJiJFTX1LhKh,2011,50,False,225733,0.235,0.162,8,-16.538,1,0.0316,0.927,0.204,0.104,0.0993,147.797
Flume,Bon Iver,,spotify:track:7unpOltjkpbqQwGCR7xaGf,2007,0,False,219000,0.43,0.145,11,-17.033,1,0.0332,0.916,0.0299,0.108,0.0744,133.093
Skinny Love,Bon Iver,,spotify:track:2cbic3TiUENlJX91y67ARR,2008,71,False,238520,0.593,0.263,4,-14.029,0,0.0567,0.844,5.36e-06,0.127,0.109,76.379
Moving Mountains,The Brevet,,spotify:track:6PRr6dzkiaLTGbkLSdQCvL,2014,48,False,279500,0.506,0.789,9,-4.939,1,0.0404,0.0132,0.000749,0.364,0.359,119.946
Lua,Bright Eyes,,spotify:track:6eioX6gcz1Epix7FZ0XSmB,2005,0,False,271667,0.604,0.123,2,-18.334,1,0.0788,0.802,7.85e-05,0.056,0.333,104.373
Hollow Home Rd,Brolly,,spotify:track:50e8CZRLfPWaP3qaXB8ttR,2012,27,False,263752,0.369,0.273,0,-5.71,1,0.0317,0.884,2.31e-05,0.103,0.174,146.652
Home,Bruno Major,,spotify:track:5JLbIJnYgI2GyBsgNoPiKg,2016,0,False,200620,0.479,0.446,11,-7.291,1,0.0377,0.825,2.49e-06,0.0926,0.118,130.63
Care,Bry,,spotify:track:0hI2zfTZu3x83DkrO3JzZ0,2014,15,False,204062,0.796,0.295,0,-13.3,1,0.0521,0.359,0.0,0.105,0.542,132.956
Honey Jars,Bryan John Appleby,,spotify:track:3fz1cmsAHfr4GMhBh65SyX,2011,38,False,248787,0.525,0.286,1,-16.172,1,0.0378,0.907,0.0152,0.111,0.172,143.673
Tabula Rasa,Calum Graham,,spotify:track:6rbpQhCpV8dAUlBG6LjObv,2015,42,False,167750,0.542,0.578,2,-12.821,1,0.0302,0.672,0.786,0.108,0.403,130.161
Dancing On My Own,Calum Scott,,spotify:track:2TmLZLv57mW4OA3Il1ULsf,2016,0,False,260004,0.682,0.175,1,-8.688,1,0.0313,0.847,3.21e-05,0.101,0.223,112.661
How Deep Is Your Love,Calvin Harris,Disciples,spotify:track:22mek4IiqubGD9ctzxc69s,2015,75,False,212640,0.738,0.868,11,-4.373,0,0.0731,0.0389,0.00171,0.388,0.336,122.003
Call Me Maybe,Carly Rae Jepsen,,spotify:track:3TGRqZ0a2l1LRblBkJoaDx,2012,68,False,193400,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021
Trust Nobody,Cashmere Cat,Tory Lanez,spotify:track:3RxPTqpDtIeLBKqInzYjSe,2016,0,True,218987,0.597,0.65,10,-7.213,1,0.158,0.464,0.0,0.121,0.732,78.52
Hello,The Cat Empire,,spotify:track:1pXtUVmSS3Aky3j6nQ4sQT,2003,52,False,224133,0.716,0.748,9,-6.426,1,0.151,0.333,6.54e-06,0.0899,0.76,110.015
