danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms
0.508,0.826,1,-4.088,0,0.0405,0.018,0.0,0.28,0.404,120.854,spotify:track:6JWddKPdqvDc2WkPEi9grC,205067
0.519,0.94,3,-2.09,1,0.0648,0.000886,1.96e-06,0.1,0.597,128.025,spotify:track:6dpLVFP6V0TZ17zmgRTf6q,246587
0.384,0.765,6,-4.463,1,0.0579,0.646,0.00352,0.522,0.567,129.903,spotify:track:4EpZ4eYuZOwPSSwyqpdHnJ,252231
0.618,0.837,1,-5.338,1,0.0304,0.000254,0.000378,0.0618,0.526,121.227,spotify:track:3TgMcrV32NUKjEG2ujn9eh,248336
0.481,0.925,8,-3.787,1,0.0717,0.00195,0.000315,0.302,0.577,160.959,spotify:track:4hui0bX1Bv89yg1BTsz4NU,332413
0.644,0.777,6,-6.165,0,0.0284,0.0252,0.0,0.0554,0.966,126.257,spotify:track:3q7D4kfMcju2alVibiUAcz,152520
0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.028,spotify:track:6acdKgBrJoYKbJD6WhG81R,217947
0.602,0.755,2,-5.791,1,0.0397,0.000995,0.0799,0.412,0.646,135.042,spotify:track:60W7Co2AoP5VVG5Gwu6p5P,261560
0.395,0.979,8,-3.241,1,0.0766,0.0243,0.0,0.12,0.41,158.842,spotify:track:75D3n6wnFQmu1HVmLAlWM4,233187
0.545,0.873,10,-5.193,0,0.0825,0.0263,9.1e-05,0.145,0.748,150.841,spotify:track:2Uf9WTBWMA8S9Lh3k3Rui6,208973
0.502,0.904,0,-4.01,1,0.0774,0.0886,0.0,0.0839,0.868,84.461,spotify:track:5JkTN6THtYH6bpOoHjOysc,245173
0.657,0.913,11,-4.984,1,0.0528,0.00392,0.00149,0.466,0.906,108.036,spotify:track:5WSdMcWTKRdN1QYVJHJWxz,254620
0.352,0.928,1,-3.71,1,0.0758,0.00113,0.0,0.0987,0.239,148.026,spotify:track:7d8GetOsjbxYnlo6Y9e5Kw,222107
0.399,0.468,2,-8.646,1,0.0336,0.244,0.000168,0.103,0.249,111.884,spotify:track:28GbaBYFpYi1J61fXnGSfd,238480
0.611,0.386,6,-10.716,0,0.0291,0.101,0.000711,0.175,0.189,115.979,spotify:track:3ijXR4yXgN43eF54uK7oos,280333
0.788,0.45,3,-7.148,1,0.0278,0.897,3.07e-05,0.3,0.448,113.107,spotify:track:446imtjItCGwAmXySZG2FS,139522
0.463,0.736,4,-4.341,1,0.0329,0.024,0.0,0.293,0.374,131.594,spotify:track:0E0JKMR4uiCZhpI3brAoxI,205213
0.447,0.568,2,-4.975,1,0.0305,0.295,3.26e-06,0.355,0.149,90.933,spotify:track:6bS7DqTuzrpkluB7boWmw2,249760
0.462,0.427,9,-13.333,1,0.0792,0.893,0.101,0.37,0.476,101.675,spotify:track:4BAWCedKFfdwxPFmFv4DMG,159320
0.505,0.674,2,-3.918,1,0.0304,0.103,0.0,0.723,0.332,120.164,spotify:track:3Dgm3Eaw7mBjYrGxdZxfjl,216617
0.501,0.831,2,-4.699,1,0.0597,0.00526,1.01e-06,0.112,0.576,114.365,spotify:track:0Mz07VC8F7BD8lQoyDW0Ng,202133
0.729,0.675,2,-5.62,0,0.0415,0.53,0.0,0.0985,0.332,116.016,spotify:track:6Ju28M6P8Y8sLjBgWjyUUD,214667
0.462,0.836,11,-5.766,0,0.0621,0.00517,0.0,0.18,0.671,168.766,spotify:track:1QFh8OH1e78dGd3VyJZCAC,155973
0.585,0.781,2,-3.808,1,0.0457,0.021,0.000187,0.627,0.336,115.946,spotify:track:558ubozatFQlweufvHa3Ip,273027
0.482,0.878,9,-4.614,1,0.0383,0.00277,0.0,0.308,0.479,99.03,spotify:track:5ENmb2WrPdGlSAYBaZrEoF,213773
0.317,0.959,0,-2.063,1,0.0639,0.000903,0.0369,0.146,0.388,164.92,spotify:track:3DXk9MB2rxSdvn94IpdO5y,193560
0.472,0.749,9,-4.877,0,0.197,3.01e-05,0.116,0.288,0.66,162.946,spotify:track:7orU1FfShkJboMQF1g1cOf,175907
0.815,0.518,7,-6.594,0,0.0897,0.223,0.0,0.104,0.877,151.891,spotify:track:0uI7yAKUf52Cn7y3sYyjiX,177667
0.703,0.826,10,-7.179,0,0.0341,0.0322,0.00629,0.179,0.945,103.564,spotify:track:3mRM4NM8iO7UBqrSigCQFH,285373
0.633,0.357,5,-9.366,0,0.0264,0.105,0.0,0.133,0.674,104.938,spotify:track:2JoZzpdeP2G6Csfdq5aLXP,245200
0.733,0.795,1,-7.224,0,0.0249,0.0266,0.000948,0.083,0.892,109.122,spotify:track:5KgbyD2lQQlIupAaPjgiXg,212253
0.681,0.716,0,-10.911,1,0.0333,0.0182,0.17,0.337,0.963,123.009,spotify:track:2xiOdusRnZezQok1RgLNeS,256493
0.368,0.935,4,-3.204,1,0.0587,0.0111,0.00201,0.0948,0.558,164.425,spotify:track:71D4LseR0RADPbyvMeTIHR,203733
0.479,0.967,0,-2.444,1,0.0431,0.00697,0.0,0.217,0.717,134.745,spotify:track:5aUwnYLjQD7OfLMJDWSnsT,213080
0.564,0.965,1,-3.17,0,0.0642,0.00912,0.0,0.0997,0.848,123.963,spotify:track:5JSF5Nhw9W6j9qt74rYTa7,219013
0.675,0.631,5,-7.56,1,0.0261,0.0147,4.39e-06,0.379,0.917,100.027,spotify:track:5wD6de7Fz1QfxVNkv1SEy7,190773
0.677,0.824,0,-5.752,1,0.0449,0.0268,0.0164,0.363,0.696,122.223,spotify:track:2TdDRjNiF1HuRvnclprnce,187733
0.707,0.923,7,-3.409,1,0.0276,0.0195,0.0,0.342,0.845,108.023,spotify:track:1q9l6c8bAzqWcvO3DM6FsR,288360
0.296,0.925,1,-0.783,1,0.0767,0.00128,0.000315,0.0797,0.607,204.111,spotify:track:5g0HSob4PEq7M8blV6y70i,162600
0.377,0.922,0,-3.4,1,0.056,0.0136,0.204,0.28,0.394,153.404,spotify:track:55N8cxpE1QDoeaaNqUnoZ2,293360
0.52,0.743,8,-3.263,1,0.0513,0.021,0.0,0.106,0.677,155.142,spotify:track:4r8lB0WDgajnZgLrOKw82B,229893
0.76,0.524,1,-7.67,0,0.0323,0.0542,0.5,0.112,0.112,119.603,spotify:track:1kxeWHF9PrCVZHvVskv8lg,270307
0.392,0.981,1,-4.564,0,0.0799,2.9e-05,0.0422,0.174,0.335,160.047,spotify:track:2AgiH9n8cXo0csSkEhByKe,232014
0.626,0.871,0,-3.942,1,0.035,0.0144,0.0,0.0872,0.795,117.01,spotify:track:6jotePMCBR1Wr1BXqchmL7,214973
0.495,0.878,6,-3.266,0,0.0361,0.00027,9.02e-05,0.07,0.825,193.947,spotify:track:5AKQ1JHezaXDmN5SyMSpEr,182120
0.473,0.913,4,-1.673,1,0.0544,0.0637,0.0,0.295,0.548,146.957,spotify:track:2zpG6GUvNc1hqDBsLIJOOp,127400
0.634,0.543,1,-13.391,0,0.181,0.525,0.0,0.232,0.467,121.557,spotify:track:7MDfN1ldfTMtuXXdVz2Pzc,186440
0.403,0.422,7,-13.964,0,0.0373,0.134,2.05e-05,0.0861,0.378,122.728,spotify:track:3FAclTFfvUuQYnEsptbK8w,241293
0.299,0.909,4,-3.185,1,0.0591,0.00335,1.19e-06,0.46,0.432,170.073,spotify:track:6ihhyGxNxi5fxVO4dQb0W1,219613
0.676,0.645,8,-9.335,0,0.0992,0.159,0.00172,0.106,0.537,151.058,spotify:track:3jAoLij05OiNndX2XlSRdS,202187
0.545,0.813,9,-5.394,1,0.0244,0.00108,0.000193,0.121,0.628,90.012,spotify:track:7exsEou9EAHxizbsLzyZ8W,195414
0.544,0.74,6,-6.133,0,0.0524,0.000918,2.85e-05,0.13,0.572,146.959,spotify:track:0TrRIqvkyrSwvriyCIcXr7,245286
0.557,0.833,10,-4.559,1,0.0663,0.00226,3.25e-06,0.161,0.815,125.205,spotify:track:5PZK7nZBsKjSkXDszKrJ1W,253307
0.803,0.851,7,-2.429,1,0.0357,0.00485,0.000358,0.0577,0.881,113.996,spotify:track:3PNOYDruQplC92lNc7mE9W,211080
0.774,0.753,4,-5.446,0,0.0517,0.152,0.0,0.0371,0.896,119.002,spotify:track:76hfruVvmfQbw0eYn1nmeC,219147
0.515,0.869,11,-4.732,1,0.0672,0.00257,2.01e-06,0.21,0.452,93.24,spotify:track:1tTV7mRV9uB2Nr9VcwkuFX,209558
0.701,0.592,0,-6.646,1,0.0301,0.101,2.53e-05,0.551,0.421,98.067,spotify:track:7JRxU6iBw0nsgdnDlfBgP0,252013
0.695,0.993,0,-3.114,1,0.0612,0.00177,0.00246,0.0814,0.281,107.951,spotify:track:0itNMuBHye9fu392b4e9oa,247667
0.879,0.626,7,-6.344,1,0.0604,0.205,6.07e-05,0.056,0.968,110.864,spotify:track:4yKZACkuudvfd600H2dQie,212907
0.571,0.903,9,-4.098,0,0.0298,0.000387,1.87e-06,0.335,0.722,129.996,spotify:track:0qZXLvlsM5ELq3WfZXgnCi,203600
0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,0.224,71.105,spotify:track:4u7EnebtmKWzUH433cf5Qv,354320
0.807,0.414,4,-8.903,1,0.0352,0.105,2.57e-05,0.0813,0.502,108.944,spotify:track:7iAqvWLgZzXvH38lA06QZg,223080
0.651,0.806,2,-4.842,1,0.0311,0.00399,0.00455,0.0927,0.386,125.641,spotify:track:3iEqGBZ2wcpVzhiAcwXVC6,239877
0.815,0.819,8,-9.494,0,0.0521,0.364,0.0555,0.115,0.864,119.986,spotify:track:0hhXziDUO0wNYPsstDQWN6,219604
0.857,0.658,0,-9.8,1,0.0388,0.015,0.266,0.105,0.703,122.969,spotify:track:1qtiESAzfGMw3YqJvI97ki,237227
0.518,0.729,11,-7.193,0,0.0452,0.183,0.0,0.0643,0.343,156.879,spotify:track:6w8pFOKn42O418qwcQElZ3,240013
0.496,0.837,5,-3.682,1,0.0332,0.0612,0.0,0.267,0.704,169.995,spotify:track:5q2qiluA3VVlCJVGG5gYVX,211533
0.564,0.863,2,-3.835,1,0.0614,0.0509,0.0,0.106,0.864,155.149,spotify:track:6PlXJ2yy2hpJn0FHVWakx6,175907
0.824,0.634,8,-10.296,1,0.0342,0.369,0.0,0.0665,0.743,118.922,spotify:track:1HuAR7RyNWQq6vHwOFHWqx,225587
0.642,0.856,1,-2.273,1,0.0314,0.193,0.0,0.11,0.755,130.583,spotify:track:6EsnG6BmZ6U7NxicrO8tDJ,198880
0.545,0.833,7,-4.6,1,0.153,0.0047,1.42e-05,0.0745,0.741,149.937,spotify:track:0I0onONP8E5RG8oxpWoGIY,203285
0.501,0.684,2,-5.368,1,0.0302,0.485,0.0,0.083,0.369,80.039,spotify:track:4A9E08l34BkPsCDAmOpHxb,214560
0.514,0.83,11,-6.077,0,0.044,0.0378,1.43e-06,0.122,0.138,100.631,spotify:track:2a3U3GTCvrcma7wetBtOpi,289360
0.597,0.952,2,-5.293,1,0.051,0.00301,8.7e-05,0.789,0.841,107.117,spotify:track:5CgihnZO9To8wj7ALOoTPD,239893
0.388,0.955,2,-4.471,0,0.0649,0.000102,0.0,0.35,0.548,155.933,spotify:track:0iLWuNnLJon3vC6lD5tQVz,220707
0.527,0.871,4,-3.67,1,0.0446,0.00214,1.93e-06,0.174,0.455,117.609,spotify:track:6YcJpvIHhPJqIQWjsbYhtP,206173
0.92,0.569,7,-6.628,0,0.374,0.618,7.28e-06,0.206,0.641,139.953,spotify:track:1ZuQVisBNDRm51QIN9MajR,240000
0.462,0.879,3,-6.239,1,0.0533,0.0196,1.24e-06,0.102,0.661,170.061,spotify:track:1otCBKOVAZrJmfMHnEFPoH,184120
0.364,0.873,9,-3.709,1,0.0532,6.44e-05,7.44e-05,0.326,0.532,176.852,spotify:track:5oDg7btXvXCjzUDPiEljgW,183127
0.55,0.871,7,-5.627,1,0.0298,0.000622,0.000417,0.162,0.724,139.24,spotify:track:6EzUJTsnZh1RRHUDuhk5Ct,189293
0.496,0.965,6,-4.583,0,0.0725,0.000156,0.00451,0.106,0.729,154.096,spotify:track:7h2dIZ4ijK3tInch7ssjx1,165907
0.561,0.709,9,-6.215,0,0.0343,0.0414,0.0102,0.116,0.271,132.058,spotify:track:1CCn1iWB8qqr1ghHTe2tA8,226347
0.713,0.678,7,-7.262,1,0.0362,0.205,0.00041,0.112,0.449,111.996,spotify:track:1zMpuExumWEAju9p5nyXzU,236979
0.47,0.941,6,-5.298,0,0.123,0.00111,0.000103,0.119,0.662,90.01,spotify:track:6OwZMFo758eoPUUz2yMcwg,184121
0.779,0.525,10,-5.756,0,0.0487,0.148,0.0,0.0675,0.698,120.018,spotify:track:60T6dfF5Q7KL2ujEefzoCE,247438
0.689,0.338,11,-7.634,0,0.0629,0.349,5.7e-05,0.0649,0.568,128.012,spotify:track:0rRjGruFonCGOt0S5zAJNQ,320654
0.523,0.948,10,-3.813,0,0.057,0.00032,0.00195,0.307,0.43,133.037,spotify:track:4hq64hFQPfjsmVpENil5QN,220146
0.449,0.912,1,-4.296,1,0.0595,8.44e-05,0.003,0.247,0.53,160.961,spotify:track:27aCeH29Hjt2Ub6bSdq9TF,164604
0.448,0.936,9,-4.047,1,0.128,0.0176,9.11e-05,0.236,0.495,178.048,spotify:track:1DVbg3vPlKEzaFwx5tzE7c,183037
0.786,0.685,8,-7.448,1,0.203,0.444,0.00301,0.346,0.585,100.026,spotify:track:3u29wmx9ohKwVCqVSbNI84,215270
0.376,0.972,11,-2.19,1,0.0922,0.000214,8.56e-06,0.372,0.601,170.119,spotify:track:2i5HvEqybHEoer1L21acZH,160107
0.368,0.793,11,-3.854,1,0.177,0.000273,0.00724,0.0724,0.16,166.657,spotify:track:5jDI6zG1zhB6Sa5Adq5hVi,174227
0.408,0.869,1,-4.129,1,0.0865,7.76e-05,0.000283,0.0441,0.347,180.003,spotify:track:77uuJW29qbiAsssvOAVS6s,208493
0.184,0.962,0,-3.726,1,0.0541,4.93e-06,0.86,0.379,0.53,172.063,spotify:track:3i7RfrNwLuOEBIoxU5LOqi,186436
0.311,0.914,0,-4.865,1,0.0487,0.00134,0.000157,0.0866,0.867,185.383,spotify:track:5RY5riFwjYIwE7V95ezj9Y,163500
0.441,0.782,5,-5.399,1,0.0519,3.58e-05,0.000253,0.168,0.786,179.993,spotify:track:33w9r5aqa49go6ZMdELMQR,185838
0.502,0.955,0,-3.042,1,0.0462,0.00147,0.121,0.0846,0.937,139.042,spotify:track:6RKmCIFlpsc0QjIg59giI0,182813
0.475,0.968,0,-4.576,1,0.224,0.00142,0.223,0.0911,0.255,178.104,spotify:track:3pXmID8q49ESIJ8SYMzeR0,185347
0.525,0.959,9,-3.599,0,0.0841,0.0112,0.00249,0.11,0.405,153.045,spotify:track:7LdStk1dbQmtLGTbkk1Vv2,189573
0.558,0.782,1,-4.231,1,0.0369,0.000753,0.0,0.0734,0.905,132.642,spotify:track:3xCTDZDYUOUwpO6oOmzPqw,140800
0.575,0.887,0,-4.296,1,0.0428,0.000116,0.000271,0.134,0.706,134.974,spotify:track:0Y1Ki37ske1ojGPyKBZYnw,150070
0.424,0.83,9,-5.298,1,0.028,0.000307,0.000717,0.36,0.544,101.596,spotify:track:4ja8f7cLqln77RZscRaMqI,181608
0.559,0.543,1,-5.429,1,0.302,0.00133,2e-05,0.0577,0.337,75.958,spotify:track:1nLnpLXvl68RZCSjfkyiaa,193000
0.546,0.967,11,-6.167,1,0.0437,0.00355,1.83e-05,0.451,0.773,96.898,spotify:track:18LwPvdmTNJfo3B0ZIH2Zp,146000
0.498,0.962,7,-3.33,1,0.0731,0.141,0.000425,0.0948,0.673,78.681,spotify:track:5ZXSnWrF55eiFa45wCCzKk,227415
0.481,0.929,11,-4.149,0,0.0471,0.000689,0.0,0.116,0.335,98.442,spotify:track:6MLZXY8VnO8srdUEDL37yP,133947
0.56,0.955,2,-2.38,1,0.0953,0.000464,0.000524,0.457,0.373,120.008,spotify:track:2ZhahFwQgBbURbkY3T8veH,233027
0.303,0.998,4,-1.693,1,0.0661,0.000397,0.0,0.361,0.371,181.94,spotify:track:78HRw0NOEPT4rzzy2oV88P,202573
0.381,0.732,10,-7.594,0,0.0536,0.00834,0.0101,0.0854,0.814,142.504,spotify:track:3LRJbFT9rKoKv4aW7PuBJC,233240
0.255,0.956,11,-3.913,1,0.128,0.0856,0.000642,0.157,0.37,146.684,spotify:track:6AhAG5niOPUMJtc6ZM5QM9,226427
0.713,0.565,7,-7.8,0,0.0351,0.0252,3.2e-06,0.633,0.705,130.047,spotify:track:3DCU0R5FFaB9GKxZERb5wr,208981
0.48,0.877,11,-6.725,0,0.161,0.0011,6.16e-05,0.0337,0.563,151.792,spotify:track:1EWTRieCbgDLLG959mw5tv,199731
0.302,0.849,9,-7.926,1,0.0458,0.0532,0.00745,0.102,0.236,91.634,spotify:track:3y50Aw5AxN1vu7ZJkMjTjG,308720
0.471,0.667,5,-6.395,1,0.0435,0.201,2.26e-06,0.0869,0.319,94.025,spotify:track:0XFJRjjAjG2jDJaMLaDXH4,191160
0.647,0.49,0,-9.004,0,0.0246,0.428,0.00184,0.103,0.558,102.573,spotify:track:6TozwHB5pZ0qHMKtlH81yi,198245
0.436,0.813,9,-5.687,1,0.0547,0.0189,0.00255,0.344,0.602,141.377,spotify:track:17jyLGlgZppynYukOQlN5n,216379
0.601,0.853,6,-8.48,0,0.0431,0.582,5.07e-05,0.104,0.327,111.142,spotify:track:0J5UOyvGGgWmcQPUbScXul,175627
0.721,0.782,7,-5.257,1,0.0423,0.00307,0.0256,0.0628,0.62,148.988,spotify:track:2Yo4fEPlHTxTpvo05bAb04,225000
0.226,0.855,7,-3.867,1,0.0529,0.00967,7.47e-05,0.21,0.403,74.355,spotify:track:0XzR7roEBwM4eoA4AOx1U1,209107
0.488,0.867,8,-3.34,1,0.061,0.118,0.0,0.117,0.372,108.124,spotify:track:1dHf2xLj9tE7djykuCRziW,213467
0.371,0.717,7,-7.227,1,0.0449,0.0671,1.51e-05,0.0975,0.468,147.951,spotify:track:2IpbBtwrSmsugvmu4bdRjb,277027
0.401,0.481,7,-10.309,1,0.0328,0.0541,1.53e-05,0.0989,0.332,141.148,spotify:track:4yXI25xY80bDan9luYgUqY,307880
0.435,0.898,2,-6.396,1,0.0598,0.00717,0.0,0.355,0.806,149.167,spotify:track:7LUH6d2g7NdeKToG7G0hMt,183673
0.345,0.888,11,-8.235,1,0.071,0.102,0.000767,0.236,0.255,98.655,spotify:track:1SOfgU63vcpWgxRJOcQlcO,192707
0.477,0.737,8,-9.262,1,0.0495,0.00134,0.00613,0.104,0.301,124.023,spotify:track:5SiQcTgqGff1zB8WNTDjFm,330594
0.598,0.779,5,-6.218,0,0.0476,0.00168,0.000365,0.209,0.816,87.99,spotify:track:6InKbhfioifh4w1IhOIXmJ,221333
0.42,0.951,7,-8.018,1,0.0646,0.0786,1.94e-05,0.208,0.448,93.067,spotify:track:7KXgRzNVb3DmWYHfAUxijI,232240
0.194,0.868,5,-4.842,1,0.072,0.00187,0.18,0.125,0.34,183.272,spotify:track:40IdQS8LK2yUQ3alzYyfRb,166054
0.535,0.948,6,-4.19,0,0.0356,0.00225,0.0,0.376,0.778,103.183,spotify:track:3DQVgcqaP3iSMbaKsd57l5,173680
0.475,0.824,11,-4.935,0,0.0395,0.0846,0.155,0.136,0.408,117.239,spotify:track:2SFt8V7OKKyMpsToNXTd8j,288014
0.569,0.848,9,-6.179,1,0.0287,0.00149,0.0,0.267,0.836,127.819,spotify:track:6dtAjSncQXzTAm0vJ1bh7q,174155
0.192,0.933,2,-4.25,1,0.0821,0.00369,0.0,0.876,0.525,182.674,spotify:track:4oaOwFxW8JYlGmlNVcnF5p,183000
0.763,0.419,8,-9.916,0,0.0529,0.383,0.00169,0.0732,0.335,92.044,spotify:track:29HSkfe5ITejb0MXhroHtG,248591
0.764,0.868,10,-5.827,1,0.0505,0.279,0.0,0.175,0.754,131.031,spotify:track:03Pg5wDlaYAZlTNLeAfl2r,194560
0.26,0.867,1,-6.163,1,0.0452,6.75e-06,0.000665,0.0575,0.662,141.589,spotify:track:6B57GgwgltWu1mHIBn4FZf,207431
0.487,0.392,5,-7.613,1,0.03,0.658,3.2e-05,0.0977,0.206,153.979,spotify:track:5l2d1C7MIXAnHTdk3p2V9q,233359
0.504,0.791,1,-4.626,1,0.0392,0.00139,3.94e-06,0.223,0.524,158.163,spotify:track:7bQa8KBunVA6Wb5Oj6TL9S,207434
0.339,0.783,4,-4.3,1,0.0619,0.0145,4.68e-06,0.737,0.479,146.841,spotify:track:0LNfvgHCx8RdwREkeO4yXn,326264
0.632,0.899,7,-4.265,1,0.1,0.00416,0.0,0.332,0.771,120.976,spotify:track:4il0aJS1INT1zQKMKqwZ1Q,214641
0.303,0.967,10,-4.561,0,0.147,0.000124,0.0,0.0769,0.228,159.932,spotify:track:1BRdINKi2s6bQVumdiroEy,197666
0.46,0.758,8,-5.426,0,0.0571,0.000354,0.0,0.0818,0.545,137.805,spotify:track:0bSIaY7Tw2if26cxIdB7Ks,140643
0.344,0.935,1,-5.204,1,0.0756,0.00538,0.0,0.233,0.296,143.021,spotify:track:1q8CLQNSzgbHDY1qg9Tb6L,264027
0.319,0.87,0,-7.979,1,0.581,0.0352,0.0,0.107,0.197,169.841,spotify:track:6aWP3wUlHVrY2etWY6iTNg,186755
0.502,0.923,2,-2.544,1,0.0652,0.00368,0.0,0.166,0.614,121.517,spotify:track:7BzNhR3GIMisJ6DzmwdJvK,114307
0.355,0.96,7,-4.802,1,0.0513,3.19e-05,6.9e-06,0.0679,0.741,191.319,spotify:track:29thM8WpqcT2ZHwZgB0Z9b,143181
0.455,0.881,11,-5.587,1,0.0401,0.000566,6.06e-05,0.11,0.201,137.949,spotify:track:0eDQj41kzBhMKQIkTt6OJR,331200
0.216,0.882,11,-5.176,0,0.0439,0.00147,0.0,0.308,0.656,189.286,spotify:track:2vQQfWTanvD99OeHLAoyhW,193427
0.387,0.922,9,-5.192,0,0.0674,0.00487,0.0,0.187,0.417,146.478,spotify:track:5eyTC5GZzpzlN7YRO9AoPf,222947
0.365,0.959,4,-4.52,0,0.141,1.18e-05,4.39e-05,0.052,0.335,143.896,spotify:track:4BNYWKNcMBC5jnFNKzbaKl,125759
0.491,0.925,7,-5.315,1,0.0738,0.00148,0.0168,0.303,0.514,167.985,spotify:track:2HRWY4W8sUR2aU0RkRlZv8,181440
0.689,0.783,1,-6.541,1,0.0876,0.00412,0.0,0.841,0.524,89.06,spotify:track:3F3jAa3OsvY4zI9Samnf4H,197528
0.615,0.895,2,-3.912,1,0.0367,0.00747,0.0,0.273,0.656,109.993,spotify:track:4CZHbzrzXSNDagymnv99TB,201001
0.387,0.984,7,-4.862,1,0.166,4.91e-05,0.0,0.361,0.27,170.086,spotify:track:3d6rw01oobS4hErZHaFA7v,196413
0.43,0.295,2,-11.454,0,0.0302,0.197,0.0,0.177,0.49,155.757,spotify:track:1guaGZ3aSSdV60F6eX3ekG,206066
0.392,0.875,2,-5.479,1,0.0683,0.000624,0.0,0.126,0.42,135.779,spotify:track:7nCvM56Z1dvxv2g5gbpHMs,219000
0.289,0.833,3,-5.031,1,0.113,0.000647,0.000408,0.0927,0.141,143.314,spotify:track:6V81AXrBjlatmtziFShiaq,308124
0.493,0.94,7,-6.097,1,0.0578,0.00014,0.00229,0.411,0.165,121.737,spotify:track:5pZKFXVwEUE7srEA3fgHKb,201919
0.376,0.91,2,-4.007,1,0.0615,0.00011,7.22e-05,0.102,0.356,158.05,spotify:track:7sdTpgf0XR51k54GEUdGjW,227854
0.46,0.815,2,-4.417,1,0.0342,0.000464,0.000176,0.348,0.428,145.929,spotify:track:3sgcFoQ8q4b9KFnneiUJnj,201201
0.671,0.481,11,-10.111,0,0.0486,0.508,1.14e-05,0.0835,0.487,136.045,spotify:track:26a6rTtPAHKQ2RA0xbdB6y,227320
0.503,0.877,0,-5.106,1,0.0433,0.0347,6.22e-05,0.327,0.514,160.004,spotify:track:1pNF721kx8nTN0A6QfqjgG,210600
0.512,0.916,0,-7.049,1,0.0627,0.000228,7.15e-05,0.225,0.321,109.991,spotify:track:0jEmEqYtOSRBe8LuzfeBDI,163198
0.464,0.893,11,-3.173,0,0.0503,0.00859,0.0205,0.16,0.661,132.036,spotify:track:3E4uOC1TZuD7TNt8BtkcUi,184867
0.572,0.906,5,-5.689,0,0.0506,0.00167,6.76e-05,0.095,0.45,126.911,spotify:track:27l2jmZUxuFkBn4zNKA0Hz,219013
0.33,0.863,2,-4.443,1,0.0988,0.0174,0.0,0.0778,0.284,130.776,spotify:track:1F1cUb6tUhyRbSim00bkLW,242133
0.521,0.759,0,-5.008,1,0.0419,0.000111,0.00292,0.0931,0.552,148.044,spotify:track:1Y2bmdezcb0NPhksn0Q4lk,236440
0.549,0.944,2,-5.186,1,0.0459,0.000172,0.0,0.252,0.733,132.975,spotify:track:6yYjWoiasedjKxkmiHco3b,170133
0.432,0.991,2,-4.29,1,0.0786,0.000125,0.00765,0.133,0.154,150.005,spotify:track:054f2n5LkaKTHavayOkzWl,221893
0.291,0.806,1,-6.728,1,0.0479,0.0323,0.00118,0.0929,0.117,136.361,spotify:track:6MmyvJi7C9PKKnP6rmHeH1,284853
0.267,0.936,5,-5.283,1,0.0731,0.0276,2.68e-05,0.27,0.559,148.599,spotify:track:7kLsP69hGZAix7PEdxIDc3,149773
0.357,0.841,1,-4.867,1,0.0482,4.3e-05,0.186,0.217,0.476,140.977,spotify:track:1josQVUtgw4AiqyRMf1d6m,211040
0.243,0.878,9,-5.673,1,0.0566,1.81e-05,0.419,0.141,0.259,176.999,spotify:track:1i0rgNF7JrTll6wTe4hAa1,159880
0.197,0.896,4,-4.866,1,0.0601,9.94e-06,0.879,0.143,0.458,127.048,spotify:track:5re35jG4R6tqvywiKlXreT,180400
0.131,0.951,2,-4.865,1,0.229,0.000391,0.0282,0.336,0.686,187.614,spotify:track:4GT1CBz4juc5x2volV21lk,119360
0.581,0.962,11,-5.924,1,0.0388,0.0313,0.842,0.383,0.812,170.619,spotify:track:6epT1voxZBeoZvTHVw69uR,468093
0.274,0.776,6,-5.63,0,0.06,0.00595,0.809,0.597,0.408,93.378,spotify:track:7Jt8XwrIn68jXTwX22VDvX,213590
0.43,0.887,7,-6.175,1,0.122,0.00213,0.914,0.12,0.356,93.086,spotify:track:5wP8Kfjw289xNopU7ZJXYF,190786
0.247,0.692,7,-6.296,1,0.0569,0.959,0.772,0.247,0.364,76.554,spotify:track:1cz4FE0phys1yD8AGGCFXM,219083
0.341,0.919,1,-5.29,1,0.0575,0.00174,0.303,0.122,0.243,92.311,spotify:track:6Tj7MvxRnVGw5pPMaitd8E,236440
0.339,0.958,2,-7.093,1,0.119,9.35e-05,0.0521,0.164,0.121,134.134,spotify:track:0bm0aAbdsMupi5CKHLSYYd,164387
0.311,0.9,2,-6.48,1,0.224,0.000181,0.0116,0.0871,0.158,158.792,spotify:track:5cDHmvr3bDEtcFCCuXiXuT,268520
0.399,0.917,2,-3.656,1,0.0962,0.00317,0.0295,0.428,0.308,103.307,spotify:track:7JcbrwXmViV0rbZiKvnJOw,143853
0.469,0.988,9,-5.301,1,0.104,0.00568,0.199,0.857,0.318,97.907,spotify:track:0IM629Ctljnd82kpAanfTX,322171
0.415,0.891,11,-5.442,0,0.0423,0.00102,0.729,0.875,0.532,96.178,spotify:track:6PfVnhF8alaFjSAUeu5KAK,294840
0.273,0.974,2,-5.028,1,0.125,0.00683,0.843,0.348,0.273,99.965,spotify:track:0uv7KgG4v8HHIegEQTHXZi,434172
0.53,0.83,7,-5.206,0,0.0344,0.73,0.774,0.602,0.555,104.079,spotify:track:0ZLRmjETRgfCOWSCXvDn19,158827
