danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms
0.248,0.177,1,-14.482,1,0.0361,0.801,0.0,0.0922,0.114,136.484,spotify:track:1PZyc7oCm9TK5usU6Elokx,275413
0.885,0.477,6,-9.196,0,0.0664,0.000131,0.000664,0.336,0.691,130.078,spotify:track:4c0rkFPszqQTyC753tsCMU,346840
0.611,0.659,8,-9.839,1,0.0342,0.284,0.00625,0.101,0.805,97.131,spotify:track:7edcGJmrKfDKEL3nSJtPWA,241840
0.545,0.423,10,-8.791,1,0.0433,0.535,0.0,0.093,0.175,141.896,spotify:track:6vCN2bUeTaBVPi3Q0P9uaB,146720
0.801,0.682,1,-5.919,0,0.225,0.111,1.56e-05,0.109,0.586,123.95,spotify:track:19JdbdEwQI7bCxefMokZO8,326960
0.619,0.801,0,-3.697,1,0.0298,0.00595,0.0,0.0959,0.762,126.02,spotify:track:3iAJRvvn8pywXZtvBNNP71,247213
0.645,0.819,7,-7.418,1,0.0402,0.244,0.000446,0.27,0.286,105.043,spotify:track:7DghkiXPUCoMMKhWIboyU9,195414
0.529,0.854,6,-5.29,1,0.0436,0.0178,0.0,0.242,0.654,125.984,spotify:track:3OwPSJu609AMzotCEyoMiO,176658
0.558,0.916,1,-3.145,0,0.0839,0.0278,0.0,0.0296,0.85,142.984,spotify:track:4JaLkM90MJutDAl5jD9BZX,199720
0.392,0.15,2,-12.494,1,0.0322,0.94,0.0,0.116,0.296,144.268,spotify:track:5eoEwktJ1CQrOBD8R6Dbcq,172453
0.702,0.358,1,-14.212,1,0.103,0.702,0.0,0.123,0.92,126.818,spotify:track:5Ah7fyE3KvO8y77GZnNvDk,191000
0.64,0.681,6,-5.362,1,0.0334,0.0438,0.0,0.166,0.676,118.062,spotify:track:5dONhl6aXFuN86UBdayF6W,177973
0.701,0.539,2,-8.968,1,0.0277,0.000655,0.005,0.0589,0.752,107.531,spotify:track:0z1b34WikhOH9ZxU8QDWcv,312627
0.59,0.705,0,-6.062,1,0.0382,0.0928,0.00146,0.056,0.803,120.874,spotify:track:3rOD3MfHaXawznE0vrjM5B,203120
0.438,0.855,2,-5.74,1,0.316,0.0173,2.58e-06,0.7,0.419,171.74,spotify:track:4Y6VzrcqjvRwD1wdBGFqaa,225440
0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,202067
0.407,0.308,10,-9.001,0,0.0296,0.778,1.46e-05,0.092,0.153,73.254,spotify:track:5QXtO5ZYgzGmKTDUqWdhfB,256236
0.742,0.819,1,-5.307,1,0.0487,0.372,0.0,0.277,0.709,117.986,spotify:track:1CUVN2kn7mW5FjkqXTR2W1,196613
0.515,0.871,9,-4.113,1,0.0367,0.000585,0.0,0.0877,0.498,119.869,spotify:track:4l8knlwTeoTmSnGi45kqZ8,287533
0.723,0.617,11,-8.312,1,0.0301,0.566,0.0,0.252,0.677,100.016,spotify:track:0nS5Sgk5fMGT8dUC1L7OvG,286973
0.467,0.644,4,-5.677,1,0.0285,0.0128,0.0,0.136,0.0654,82.915,spotify:track:58AwxWLaRHn2lTqqH9dLkU,232707
0.873,0.421,1,-10.685,1,0.0463,0.00166,3.28e-05,0.14,0.888,89.268,spotify:track:2w2VYhW71lUiP7MI2CCt8P,182400
0.531,0.542,8,-7.721,1,0.0432,0.356,0.0,0.119,0.726,171.878,spotify:track:6MDTpYxPFL0wtFd0pjfKws,200200
0.56,0.761,8,-6.407,1,0.072,0.196,0.0,0.0896,0.686,85.483,spotify:track:2gUJHhcjHiozaETPvjezUy,213880
0.442,0.83,9,-4.02,1,0.146,0.128,0.0,0.129,0.578,89.338,spotify:track:7ksYJ95P5vP87A0GH34CIk,215747
0.462,0.767,10,-5.038,1,0.0686,0.0395,0.0,0.728,0.901,201.064,spotify:track:5RBx3tM9hmVJAOnSUHIWkn,240320
0.598,0.685,7,-3.873,1,0.0679,0.000628,0.0,0.149,0.712,137.035,spotify:track:5hbytEkl5hUB5iRb0cCtZi,153347
0.393,0.639,0,-5.737,1,0.0619,0.711,0.0,0.845,0.356,96.619,spotify:track:07xM26pWCDsUWV2ialwgNf,263099
0.694,0.73,2,-5.281,1,0.166,0.0621,0.0,0.161,0.445,145.014,spotify:track:44icZ80ecLrdptxxFVFtyN,179970
0.456,0.476,7,-8.186,0,0.0344,0.685,0.0207,0.0806,0.181,131.555,spotify:track:67m00DhUHLDonJoqu1fOHx,214560
0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,spotify:track:1G391cbiT3v3Cywg8T7DM1,215907
0.376,0.706,7,-6.815,1,0.0377,0.129,2.81e-06,0.0908,0.115,110.241,spotify:track:2d6pNPMVwMyTI8obNFrj77,227267
0.692,0.911,9,-5.098,0,0.177,0.0149,7.34e-05,0.112,0.801,138.975,spotify:track:0G71WvIkF2K6HViJeFvOcM,190453
0.64,0.864,7,-6.576,1,0.0315,0.00832,0.0,0.123,0.7,102.026,spotify:track:42et6fnHCw1HIPSrdPprMl,268360
0.51,0.692,0,-5.825,1,0.171,0.00451,0.0,0.138,0.209,102.42,spotify:track:5wLsOFWBXXyoAgX7qQ6wbo,228361
0.803,0.569,2,-7.392,1,0.0739,0.0623,0.0,0.083,0.809,107.986,spotify:track:3AsAuGTaDQzavZZThyYlop,188889
0.706,0.713,0,-5.512,0,0.0301,0.0596,0.0,0.132,0.544,102.037,spotify:track:7sapKrjDij2fpDVj0GxP66,257133
0.608,0.896,2,-2.987,1,0.0581,0.00686,0.0,0.5,0.871,130.008,spotify:track:7L5sWyyQcNa7Hb1Ndc018y,245387
0.664,0.908,4,-4.806,1,0.0317,0.00182,0.0,0.109,0.889,118.031,spotify:track:5fsQSDifYpjfbCqvZKPVBj,216454
0.504,0.859,0,-3.335,1,0.0624,0.0673,0.0,0.0468,0.643,167.125,spotify:track:0IfvvQWe8SjqiCYOMvvnwK,223813
0.766,0.753,0,-5.238,1,0.122,0.233,1.01e-05,0.615,0.867,130.139,spotify:track:11r0OH8zYLcBlryvnAiykT,134507
0.939,0.68,0,-7.29,1,0.219,0.0881,0.0,0.0554,0.81,96.916,spotify:track:0ipLnUeK5PODrTKyT3wVGT,248573
0.412,0.945,10,-6.892,1,0.0802,0.753,0.000133,0.624,0.603,137.982,spotify:track:4TxwSYdqNZ35ggQuuD8wYy,136933
0.648,0.738,6,-5.883,0,0.247,0.0408,0.0,0.292,0.603,159.145,spotify:track:4pLwZjInHj3SimIyN9SnOz,226160
0.639,0.793,11,-5.726,0,0.0302,0.00321,0.0,0.134,0.351,111.995,spotify:track:4kwcjuf5kDOL0OcmLI4GTR,220720
0.588,0.568,6,-9.766,1,0.0672,0.16,0.0,0.0792,0.952,106.938,spotify:track:2udw7RDkldLFIPG9WYdVtT,232760
0.371,0.845,8,-4.199,1,0.0399,0.00753,0.0,0.0556,0.471,112.198,spotify:track:0eG5CqXwJpa5MBjYyg1lRm,213200
0.736,0.795,1,-3.299,0,0.0545,0.498,1.21e-06,0.254,0.511,104.066,spotify:track:6gpcs5eMhJwax4mIfKDYQk,230813
0.428,0.187,10,-11.524,1,0.0365,0.457,0.000166,0.229,0.316,117.335,spotify:track:2U019kI1BhSSjAX4IOvZ9U,241573
0.332,0.507,0,-8.025,1,0.0295,0.0678,0.0,0.114,0.222,106.985,spotify:track:0OhTITpLI0pI5Ia9vRq0Hz,217547
0.461,0.69,8,-6.958,1,0.0611,0.169,1.01e-06,0.113,0.353,110.915,spotify:track:3vCHmbyOgc6pgwLUWfU4pF,296480
0.509,0.987,10,-3.198,0,0.0886,8.05e-05,0.000928,0.119,0.647,138.039,spotify:track:7HGTkn2aX7MNdKs7nV2xBt,197160
0.704,0.84,7,-3.914,0,0.0402,0.00606,0.0,0.146,0.827,111.989,spotify:track:3oXhdrlwJwkx7T4RBIv3nr,161347
0.549,0.849,11,-8.977,1,0.0524,0.0871,0.0,0.114,0.802,96.019,spotify:track:4jzz2Ni8Y1Yu3THg0dLvtX,175313
0.749,0.819,9,-3.678,1,0.0599,0.0033,0.0,0.0933,0.38,121.995,spotify:track:7awcf14LkOqHNfa6WKJwOs,200133
0.495,0.83,6,-6.358,0,0.344,0.0249,0.0,0.753,0.884,171.797,spotify:track:0QKy5exHVGABJytYVtqUk2,241143
0.653,0.818,5,-8.125,1,0.047,0.00907,0.23,0.0703,0.198,174.984,spotify:track:3iDK8BAaBUatPR84gdfa9g,266347
0.505,0.71,2,-10.853,1,0.0371,0.0115,2.58e-06,0.0977,0.771,138.907,spotify:track:5ROeX4Hi9XoBT5hmBR1xra,216973
0.607,0.76,0,-5.229,1,0.0482,0.0745,0.0,0.0595,0.805,88.059,spotify:track:1YI0uK36eupTmw9F8kHysr,244867
0.529,0.127,11,-16.066,1,0.0274,0.611,0.000109,0.237,0.578,63.05,spotify:track:3zByVQLvdXUaDTubfWkpCk,203573
0.427,0.262,7,-8.541,1,0.0276,0.746,0.0,0.068,0.228,104.085,spotify:track:13sXuI5RjMHm7dz7O3spYs,224867
0.756,0.77,1,-3.502,1,0.0343,0.191,0.0,0.178,0.73,119.961,spotify:track:66ZcOcouenzZEnzTJvoFmH,246467
0.575,0.67,7,-10.39,1,0.0318,0.343,4.95e-06,0.129,0.74,139.191,spotify:track:4yugZvBYaoREkJKtbG08Qr,211578
0.435,0.423,11,-8.795,1,0.024,0.0916,0.000659,0.132,0.451,91.137,spotify:track:2cWHN0WK52RGAWHgaDamUA,287091
0.492,0.692,6,-9.955,1,0.0264,0.0165,0.0,0.786,0.497,96.024,spotify:track:1AAEWUVZpew24mP6nC1IU5,254520
0.617,0.84,4,-4.063,1,0.0512,0.36,8.85e-05,0.179,0.57,94.676,spotify:track:3LI4MmibTkXH5cGpCGZgyw,241840
0.566,0.682,4,-7.16,0,0.0873,0.683,0.0,0.783,0.619,120.94,spotify:track:3g4CcVkbQouyDNqRa6GJ9w,274000
0.68,0.877,5,-10.241,0,0.0353,0.191,0.000656,0.349,0.922,108.674,spotify:track:3PR79C1jVvLLLmgdyHkXl3,185107
0.435,0.887,9,-4.07,1,0.0636,0.000747,0.0,0.0327,0.408,199.935,spotify:track:1oagRT7LfpVlNJN6FSZDGp,212040
0.799,0.623,0,-9.374,1,0.0812,0.0141,0.0,0.43,0.773,103.649,spotify:track:6uQKuonTU8VKBz5SHZuQXD,238800
0.687,0.409,9,-7.751,1,0.0311,0.71,0.0,0.126,0.16,111.861,spotify:track:5nA67Y0XX9JipZwYxX7Gl7,232600
0.454,0.827,11,-3.774,1,0.0398,0.328,0.0,0.226,0.32,94.767,spotify:track:7ulZJytSQ43kwDjT2AL0LZ,237440
0.316,0.244,3,-11.701,1,0.0289,0.808,0.0,0.091,0.0869,96.155,spotify:track:68CGs1SYzsXs7OMHKWpw0w,245013
0.438,0.94,2,-3.249,1,0.0452,8.74e-05,0.0777,0.3,0.421,100.99,spotify:track:4iG2gAwKXsOcijVaVXzRPW,261000
0.686,0.783,4,-4.977,1,0.119,0.0764,0.0,0.163,0.814,99.978,spotify:track:2i0AUcEnsDm3dsqLrFWUCq,200467
0.558,0.785,7,-5.792,1,0.152,0.109,0.0,0.485,0.787,104.934,spotify:track:6aFc0W6xVS9kN9E9NGekAl,231813
0.426,0.763,2,-5.812,1,0.0445,0.000116,0.0384,0.0648,0.324,90.631,spotify:track:1MSzrftNayxvVX2ePbtVPI,217865
0.376,0.199,0,-16.679,1,0.0288,0.535,0.0,0.598,0.247,98.97,spotify:track:5RWcE4Poc4Un93zzhwKvrK,215840
0.671,0.711,2,-7.813,1,0.0478,0.422,0.0,0.104,0.466,113.809,spotify:track:11IzgLRXV7Cgek3tEgGgjw,248440
0.447,0.798,1,-4.654,1,0.0427,0.000778,0.0251,0.123,0.52,150.157,spotify:track:5Ora7pLGU6pqXaRYtzoF4f,140480
0.256,0.788,6,-5.263,0,0.0403,0.0298,0.0,0.707,0.429,80.718,spotify:track:6Bm6qUCSatPAqkQllFL7oA,228707
0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,269667
0.713,0.83,5,-4.446,1,0.0465,0.0681,0.0,0.0895,0.941,132.078,spotify:track:5bkZfCCYfCXm6hQyt1y4dJ,203840
0.219,0.464,0,-8.959,1,0.0341,0.822,0.905,0.128,0.115,138.593,spotify:track:4TI49xsYR1B0YZS88Sg8O2,300733
0.687,0.447,8,-6.586,1,0.0486,0.0829,0.0,0.0878,0.501,114.578,spotify:track:1ZycJRpLOazlLcoFGxGROO,202640
0.694,0.891,9,-2.94,1,0.0949,0.0562,0.0,0.561,0.563,97.939,spotify:track:6E11E0lT5Zy7yb6iT3y8DN,214573
0.623,0.825,7,-5.746,1,0.0473,0.0608,0.0,0.0737,0.317,100.01,spotify:track:3VjXD0CKry6VnBWTOAuJ5E,233813
0.733,0.933,8,-5.503,1,0.0555,0.469,0.0,0.111,0.81,152.011,spotify:track:7zUPyHt28qDuYAoC63Qqw3,212763
0.683,0.772,7,-7.907,0,0.0311,0.0222,0.0149,0.203,0.737,123.871,spotify:track:2IHaGyfxNoFPLJnaEg4GTs,270373
0.615,0.711,11,-5.507,1,0.0779,0.0444,0.0,0.145,0.711,144.036,spotify:track:7xkQdy0cy5ymoWT7nedvLz,221253
0.834,0.696,5,-3.224,1,0.197,0.11,0.0,0.13,0.804,94.09,spotify:track:3CNqo3gYrfexdrtjFmC9he,272533
0.501,0.716,5,-8.98,1,0.0633,0.16,0.795,0.22,0.767,100.654,spotify:track:5deaP8ljaEqauM3nzxRqwK,267133
0.627,0.818,5,-4.243,1,0.057,0.114,0.0,0.0504,0.527,123.456,spotify:track:4hJfmMjy3wFIOknfYwhouY,241533
0.809,0.643,11,-6.375,0,0.225,0.0812,0.0,0.356,0.304,123.948,spotify:track:2W0657jMSyssU9XPWwY66i,215413
0.661,0.861,11,-5.841,1,0.0465,0.00374,1.15e-06,0.32,0.771,106.962,spotify:track:6vpQluFwjbt4ZEl8mw6swS,201960
0.592,0.842,11,-6.681,1,0.0353,0.000219,0.0,0.0934,0.898,107.015,spotify:track:0zjB7ewBWnMgQDMQpFzt92,196200
0.692,0.645,1,-8.375,1,0.178,0.0371,0.0,0.186,0.681,85.022,spotify:track:1bb2jMLU78mIQJ2r1GB7Rs,218480
0.336,0.664,7,-5.68,1,0.102,0.166,1.31e-06,0.0575,0.294,186.394,spotify:track:2CpH1L4CUR47RARB3PgY1l,199315
0.129,0.358,10,-6.596,1,0.0314,0.631,0.0,0.0886,0.172,75.048,spotify:track:3QNv5UzB8hhSORC9u5RCzN,241067
0.504,0.947,11,-4.11,1,0.106,0.00113,0.313,0.383,0.147,124.013,spotify:track:1OJrcYcbtEJWC8dT9unEOm,265787
0.568,0.706,8,-8.679,0,0.0837,0.175,0.0,0.157,0.896,184.126,spotify:track:1qmJbXpVLydNcN6VTR40GU,233039
0.667,0.83,0,-5.715,1,0.0749,0.0123,0.0,0.191,0.701,113.03,spotify:track:6JV2JOEocMgcZxYSZelKcc,236002
0.455,0.797,10,-4.133,0,0.36,0.132,0.0,0.11,0.757,165.717,spotify:track:1rtDwblY1CJ9i490fMzJnc,187973
0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,spotify:track:37FXw5QGFN7uwwsLy8uAc0,217707
0.623,0.734,9,-5.948,1,0.107,0.0162,1.75e-06,0.145,0.37,107.853,spotify:track:2meEiZKWkiN28gITzFwQo5,244453
0.792,0.625,1,-5.609,1,0.0536,0.00776,0.00188,0.329,0.37,103.967,spotify:track:12VWzyPDBCc8fqeWCAfNwR,173987
0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,spotify:track:0lYBSQXN6rCTvUZvg9S0lU,205947
0.681,0.774,1,-3.167,0,0.0787,0.0992,0.0,0.35,0.267,102.924,spotify:track:72xvRETEsd5hS1RfduciRi,162425
0.699,0.747,5,-3.453,1,0.0964,0.274,0.0,0.486,0.683,126.001,spotify:track:7rlCeTnjn0plPZkVAcctPZ,204600
0.6,0.79,5,-5.466,1,0.0365,0.026,0.0,0.0959,0.345,115.063,spotify:track:7LI1qAsZiRaIpSA7FaWLXa,249382
0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.454,0.168,133.99,spotify:track:23L5CiUhw2jV1OIMwthR3S,195707
0.525,0.776,0,-5.611,1,0.0547,0.000134,0.000217,0.0926,0.636,144.979,spotify:track:1OPlx5qqkPUp4VMxFLVhIL,215787
0.562,0.681,11,-4.934,0,0.0871,0.113,0.0,0.11,0.357,148.064,spotify:track:3OalxlWH0v14kyBcNBMINt,208733
0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,spotify:track:1i1fxkWeaMmKEB4T7zqbzK,208373
0.501,0.958,1,-2.512,1,0.15,0.0682,7.57e-05,0.277,0.705,122.193,spotify:track:7LTjJwEnPWwu5amZdF7OMS,161985
0.404,0.654,0,-7.894,1,0.0399,0.246,0.049,0.137,0.312,168.428,spotify:track:1w1LOtv2BM2C5pK4LG7SJ6,262814
0.714,0.451,5,-8.268,1,0.0276,0.0883,0.0,0.108,0.406,127.787,spotify:track:7GJClzimvMSghjcrKxuf1M,200720
0.636,0.798,2,-4.7,1,0.0422,0.000221,1.03e-05,0.0315,0.86,122.004,spotify:track:5CssLKLCmxLkxgmnv6rYDr,173120
0.4,0.564,10,-7.444,1,0.0523,0.693,0.0,0.0863,0.483,99.269,spotify:track:1Pw5C4N6Fn5E4mGCxmbbVa,211240
0.262,0.601,0,-5.459,1,0.0309,0.0553,0.000693,0.105,0.0419,101.829,spotify:track:4GnEwilW2EtzpPHoABcc4w,281680
0.433,0.761,0,-3.873,1,0.0482,0.133,1.16e-06,0.147,0.357,83.797,spotify:track:42ziF34uW56yqVpDQKLVp9,268528
0.556,0.588,9,-6.274,1,0.0325,0.307,0.0,0.0956,0.298,144.979,spotify:track:1OhyE4pJdNDLvBjJsc6mo3,227631
0.516,0.663,7,-10.783,1,0.0398,0.375,4.9e-05,0.126,0.149,83.17,spotify:track:23prqukOZaHgnIqI0JhwVz,216200
0.854,0.766,9,-4.697,0,0.141,0.0242,0.0,0.0793,0.784,118.004,spotify:track:2S5LNtRVRPbXk01yRQ14sZ,224258
0.513,0.768,4,-4.868,0,0.0587,0.0118,1.94e-05,0.294,0.235,84.264,spotify:track:3cNjgVBKTJ1SvKhunrCdVy,210580
0.597,0.716,5,-4.771,1,0.0275,0.0883,0.0,0.14,0.554,87.979,spotify:track:155TeBBicBlRtYiUMOT33E,216096
0.537,0.828,2,-3.897,1,0.0547,0.11,0.0,0.379,0.612,142.973,spotify:track:32G0h9eJinZuDu89USLU2V,192947
0.581,0.833,5,-5.03,0,0.0799,0.172,7.48e-05,0.0581,0.952,80.575,spotify:track:3CFRrpmTnGYi0JC7QDIxFP,288907
0.828,0.56,0,-6.685,1,0.0327,0.548,3.66e-05,0.15,0.872,122.054,spotify:track:4ftPj2fBTJ5pytddHwCPH0,198001
0.725,0.68,8,-5.465,1,0.0306,0.162,2.13e-06,0.158,0.76,119.939,spotify:track:2wqaekenSQZm7hxQOYt8oE,247520
0.319,0.739,0,-5.74,1,0.272,0.0285,0.0,0.111,0.449,194.169,spotify:track:42ydLwx4i5V49RXHOozJZq,230227
0.63,0.928,9,-2.787,0,0.0331,0.199,0.124,0.148,0.465,123.963,spotify:track:0azC730Exh71aQlOt9Zj3y,222160
0.673,0.827,5,-7.18,0,0.0416,0.0193,0.000227,0.0885,0.346,124.999,spotify:track:4yFEz5j53bnYoavrMqJY6i,214206
0.802,0.869,8,-5.03,1,0.0456,0.00712,0.241,0.0585,0.339,114.14,spotify:track:3FvQH46A4B37eNHjooIXcu,247133
0.665,0.62,1,-5.43,1,0.035,0.417,0.0,0.113,0.451,91.008,spotify:track:2uEJanMvnA1dXgX1ASnPQm,192075
0.828,0.735,2,-4.929,1,0.0636,0.323,0.000893,0.159,0.835,121.094,spotify:track:2gkyOTZQJ7mWf32KK0zEXc,222067
0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,199080
0.827,0.526,0,-7.984,1,0.0345,0.559,2.15e-05,0.148,0.87,122.054,spotify:track:4tfmkxUhK6e2j6EpHl4H68,198001
0.525,0.503,5,-7.974,1,0.0272,0.0211,2.47e-05,0.091,0.453,138.856,spotify:track:20uBdCmVtlUuYsvxysoito,247000
0.707,0.883,0,-4.281,1,0.0602,0.0707,0.0,0.23,0.541,106.031,spotify:track:7aV2mflaASUmGhCErm7kBO,167038
0.631,0.849,9,-4.391,0,0.0353,0.0728,0.0,0.122,0.332,119.991,spotify:track:0F2rLjrLIE4LzZXxUzhOx2,207095
0.682,0.903,10,-3.234,0,0.0603,0.0129,2.37e-05,0.0912,0.878,112.014,spotify:track:0hAElLsI88f3nvcaqqIn9y,216160
0.676,0.841,0,-4.088,1,0.0367,0.063,0.000812,0.19,0.711,105.009,spotify:track:3VbV2BIXQbb5eYVWqA8nLC,222041
0.69,0.937,10,-5.393,1,0.0642,0.0894,0.000104,0.0532,0.794,122.951,spotify:track:49eplIHvgCLY8HAgcaWrUb,235012
0.536,0.311,1,-10.396,1,0.0288,0.82,1.65e-05,0.107,0.246,147.486,spotify:track:3nnG7AM9QopHVPEuLX3Khk,260533
0.735,0.711,10,-5.922,1,0.0318,0.0778,0.00023,0.0916,0.795,114.041,spotify:track:2v06ZOVTUrUoBNKOCqS22m,254000
0.819,0.913,4,-3.059,0,0.0427,0.0935,3.72e-05,0.161,0.536,119.989,spotify:track:1vvNmPOiUuyCbgWmtc6yfm,219160
0.494,0.559,0,-5.445,1,0.0565,0.436,0.0,0.164,0.264,119.247,spotify:track:12REd1n8PeiHHWOh066tpr,233337
0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972,spotify:track:3ebXMykcMXOcLeJ9xZ17XH,220883
0.646,0.644,2,-6.763,1,0.031,0.0243,0.0,0.0888,0.251,99.999,spotify:track:15vzANxN8G9wWfwAJLLMCg,221520
0.681,0.708,5,-6.019,0,0.0304,0.042,0.14,0.682,0.356,92.993,spotify:track:3GBlLqIYgB8zWaeWDNJzdh,237760
0.67,0.838,0,-4.031,1,0.0362,0.0604,0.000611,0.159,0.717,104.998,spotify:track:78rIJddV4X0HkNAInEcYde,222041
0.903,0.62,2,-8.094,1,0.0587,0.00347,0.000119,0.0504,0.539,134.96,spotify:track:2FBUoWkIuQXwayw2RNo5l6,267067
0.568,0.583,1,-6.81,0,0.0636,0.0741,0.0,0.396,0.196,137.865,spotify:track:0KR2W3St74th8z3LS94Ffh,220253
0.608,0.798,6,-5.092,0,0.0432,0.0736,0.0,0.156,0.501,92.943,spotify:track:5x9uAWpQ0qj8V61xckw6TV,185352
0.561,0.674,4,-4.882,0,0.0818,0.118,0.0,0.111,0.383,148.127,spotify:track:0Zxswuv5xzIhxDnsKJLq82,208733
0.705,0.936,4,-3.193,1,0.0415,0.00162,0.000142,0.335,0.228,119.982,spotify:track:5SWXB6yNFEf1Dmqtw5zr9L,198021
0.617,0.567,0,-4.188,1,0.0828,0.0584,0.0,0.0933,0.505,90.246,spotify:track:0SuLAslEMFZAXf0SwY7syi,217603
0.67,0.837,0,-4.031,1,0.0362,0.06,0.000694,0.159,0.71,105.003,spotify:track:14uKsvPJ0quzQvdB6f7Dur,222041
0.722,0.417,8,-6.825,1,0.0618,0.39,0.0,0.0612,0.451,113.965,spotify:track:6AeQlMyRzvSl1nkFztZyKl,176347
0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968,spotify:track:12GEpg2XOPyqk03JZEZnJs,220781
0.743,0.659,10,-6.755,1,0.0343,0.0998,0.00028,0.0622,0.804,114.033,spotify:track:09ktDKfoIaTmPbDMIJycYp,255160
0.803,0.743,1,-3.602,0,0.0681,0.105,2.12e-06,0.099,0.674,108.005,spotify:track:7qiocSptcv8CObe8mdvsiZ,203180
0.683,0.827,2,-6.745,1,0.0553,0.0222,0.0,0.179,0.697,143.95,spotify:track:756xOfT6UoTgkf0w8PnVIC,196954
0.565,0.745,0,-7.733,1,0.31,0.265,0.0,0.147,0.352,170.654,spotify:track:6y2Kaz9QI01XBKJ8mTb7Pf,239627
0.709,0.72,7,-3.94,0,0.0366,0.263,0.0,0.347,0.675,115.987,spotify:track:3d9JucRI60arArgQXqtfjJ,202314
0.538,0.809,7,-6.017,0,0.0504,0.00136,0.0,0.406,0.278,120.001,spotify:track:0x4GHzCjY5MGQ960CHnVHz,200480
0.731,0.466,5,-7.219,1,0.0327,0.484,1.42e-06,0.105,0.653,98.959,spotify:track:1W0z9ZFfzkpvAQ23Sd7Cti,165387
0.671,0.916,6,-4.014,0,0.0397,0.0282,0.00762,0.24,0.803,126.01,spotify:track:0gb1J5UrTpzaU1s3nupgCd,189127
0.655,0.782,1,-4.789,1,0.185,0.375,0.0,0.317,0.832,79.427,spotify:track:3cU2wBxuV6nFiuf6PJZNlC,184227
0.775,0.825,7,-5.402,1,0.0464,0.0506,1.03e-06,0.111,0.95,139.091,spotify:track:6gj08XDlv9Duc2fPOxUmVD,182667
0.715,0.907,7,-6.025,0,0.0993,0.0172,8.39e-05,0.426,0.841,124.992,spotify:track:52ZiapOPlSsnOW38efJZeK,268840
0.798,0.629,11,-6.857,0,0.0735,0.00474,2.17e-05,0.324,0.4,130.0,spotify:track:2T4u39au5RJzsulMUpRuVr,284373
0.597,0.517,0,-6.963,1,0.365,0.179,0.0,0.307,0.412,92.035,spotify:track:6jMw916p6AcxnVQ9n4kbsy,257560
0.801,0.643,11,-7.07,0,0.0375,0.0676,0.00047,0.613,0.568,115.038,spotify:track:3fVzDzEyIKC5h2VMmR9Cb6,303453
0.801,0.728,0,-5.419,0,0.0989,0.211,0.0,0.411,0.404,126.062,spotify:track:63HKH6KQQDOym9zZW5KVbp,274547
0.684,0.832,7,-7.372,0,0.0788,0.165,0.0,0.187,0.62,124.883,spotify:track:20WQAS1aKcg1g7PleJpEZL,272760
0.698,0.821,0,-5.749,1,0.0493,0.0384,0.0,0.488,0.35,128.02,spotify:track:6f7ThZVSzHBx5yairryawA,283587
0.928,0.47,7,-6.712,1,0.133,0.00443,0.0203,0.113,0.711,121.04,spotify:track:3c42Z1rkA7L6W0suOp3vHN,231893
0.77,0.471,0,-6.019,1,0.0787,0.00754,0.00214,0.143,0.403,89.018,spotify:track:0yBI7HheJYIu74DspysD0w,248120
0.748,0.624,5,-6.648,0,0.18,0.0115,0.0,0.445,0.475,128.608,spotify:track:0r039EctzsOJPdEY26teh5,267400
0.796,0.737,2,-7.148,1,0.156,0.134,0.0,0.146,0.848,144.986,spotify:track:6Hlkr304SlFX14yAz8HNB2,245907
0.854,0.475,9,-9.436,0,0.127,0.334,0.000228,0.182,0.801,119.993,spotify:track:1KYF4Qx4VjYMk0LnIk94eA,280627
0.89,0.446,8,-9.001,0,0.0669,0.0443,0.123,0.118,0.408,128.022,spotify:track:0p8S1SrAqfwRmzNTeBUvKg,225427
0.568,0.802,7,-8.194,1,0.249,0.0553,2.35e-05,0.269,0.691,66.165,spotify:track:1Z3nrejy25ClNkQH2fAwST,175280
0.691,0.795,11,-3.654,1,0.14,0.164,0.0,0.833,0.47,146.687,spotify:track:14WB9RMGcLvEKWNgPP22fV,343032
0.597,0.531,3,-6.83,0,0.0295,0.0685,3.72e-06,0.0617,0.271,74.938,spotify:track:6vnDoUOHTiVB5DvX18tJon,262521
0.746,0.922,10,-5.014,1,0.236,0.246,0.0,0.515,0.638,86.961,spotify:track:6UaRii9AH6Zss9xNMEQ2M9,263373
