name,artist_1,artist_2,uri,year,popularity,explicit,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,words_lyrics
T-Rex - Mdk Edit,Mike Candys,,spotify:track:7hfOe922SDFchmKfNPjle8,2013,17,False,165045,0.766,0.945,11,-2.517,0,0.0667,0.00992,0.493,0.101,0.359,130.009,"['outline', 'kane', 'texas', 'one', 'rolling', 'jackers', 'rock', 'holding', 'must', 'trex', 'give', 'head', 'ii', 'thats', 'leave', 'whenever', 'victor', 'lac', 'boy', 'crawling', 'looking', 'drive', '3rd', 'food', 'ol', 'stomp', 'start', 'jack', 'playa', 'woman', 'hold', 'plus', 'dome', 'rich', 'up', 'breaking', 'thangs', 'roll', 'fo', 'zro', 'ride', 'chrome', 'free', 'strip', 'welcome', 'dog', 'feat', 'came', 'wanna', 'ward', '18', 'barking', 'hear', 'hard', 'pretty', 'hater', 'cover', 'solve', 'anything', 'talk', 'yeah', 'ill', 'snatch', 'broke', 'squash', 'call', 'like', 'money', 'end', 'big', 'grown', 'fast', 'round', 'spray', 'gon', 'dude', 'lay', 'bought', 'lot', 'wheel', 'mike', 'low', '88', 'still', 'society', 'etcetera', 'tell', 'crack', 'park', 'hand', 'worked', 'proof', 'camroe', 'downtown', 'blown', 'diamond', 'mo', 'piece', 'corleone', 'message', 'bring', 'ya', 'screwston', 'fuck', 'front', 'humming', 'come', 'extra', 'go', 'chalk', 'three', 'blue', 'showtyme', 'home', 'street', 'talking', 'everybody', 'cadillac', 'caught', 'see', 'black', 'get', 'shine', 'van', 'young', 'taking', 'through', 'done', 'run', 'soon', 'there', 'stove', 'spine', 'whole', 'mind', 'em', 'mayn', 'strolling', 'pint', 'hurting', 'damned', 'birth', 'plex', 'main', 'either', 'fucking', 'sliding', 'seen', 'got', 'sipper', 'ground', 'anybodys', 'bitch', 'steering', 'bunch', 'tipper', 'hell', 'nigga', 'city', 'since', 'baby', 'box', 'anybody', 'dropped', 'school', 'blingblinging', 'chain', 'waist', 'know', 'use', 'coming', 'die', 'gripper', 'jackersll', 'bout', 'me', 'do', 'im', 'grill', 'hoe', 'fifth', 'slaved', 'playing', 'think', 'inside', 'leaving', 'year', 'slanging', 'pistol', 'sitting', 'cut', 'time', 'something', 'mac', 'lap', 'aint', 'wood', 'spot', 'seek', 'crentley', 'pardon', 'back', 'mustang', '84s', 'nono', 'outside', 'hit', 'find', 'candy', 'dipped', 'new', 'htown', 'walk', 'started', 'problem', 'damn', 'coated', 'paint', 'cause', 'place', 'top', 'yall', 'want', 'quietly', 'tote', 'ahha', 'u', 'straight', 'law', 'none', 'hog', 'robbed', 'grain', 'menace', 'thang', 'car', 'look', 'make', 'old', 'dildo', 'ro']"
Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,Swedish House Mafia,Tinie Tempah,spotify:track:7gWSWDBriMK7YKefAe4NMP,2010,54,True,206461,0.736,0.929,7,-5.89,0,0.0674,0.00237,1.11e-05,0.402,0.658,125.03,"['jvc', 'surrounded', 'one', 'watching', 'procedure', 'must', 'pay', 'thats', 'tequila', 'ck', 'watch', 'boy', 'spilling', 'lo', 'qvc', 'wake', 'fhm', 'nyc', 'listen', 'wanna', 'vodka', 'number', 'whats', 'mild', 'fifa', 'position', 'morning', 'lpr', 'said', 'yeah', 'ill', 'were', 'full', 'like', 'sb', 'nike', 'bought', 'pvc', 'scene', 'balling', 'swedish', 'tell', 'song', 'suspender', 'her', 'white', 'hiding', 'standard', 'diva', 'love', 'action', 'bunny', 'everybody', 'attention', 'see', 'black', 'get', 'lv', 'london', 'queen', 'house', 'bold', 'girl', 'amnesia', 'fucking', 'easter', 'got', 'bitch', 'hour', 'wear', 'nigga', 'shm', 'ap', 'latifah', 'bb', 'prps', 'case', 'ibiza', 'im', 'raving', 'brief', 'stay', 'try', 'guest', 'film', 'visa', 'tt', 'aint', 'put', 'lindsay', 'take', 'find', 'steves', 'apc', 'miami', 'mp3', 'happen', 'dealer', 'want', 'list', 'bm', 'mafia', 'table', 'let', 'make', 'tryna', 'pose']"
Party Rock Anthem,LMFAO,Lauren Bennett,spotify:track:1ve0SgTZkv3wdggJLqtBYU,2011,56,False,262147,0.751,0.736,5,-4.168,0,0.156,0.0206,0.0,0.265,0.352,130.014,"['one', 'rock', 'it', 'cup', 'crew', 'drank', 'shake', 'looking', 'shufflin', 'tight', 'step', 'up', 'roll', 'club', 'oh', 'wanna', 'you', 'hey', 'nonstop', 'please', 'hatin', 'halo', 'yo', 'clap', 'yeah', 'fill', 'like', 'money', 'down', 'fast', 'round', 'gon', 'woo', 'weight', 'running', 'flow', 'hand', 'domino', 'day', 'block', 'gots', 'go', 'jean', 'another', 'halfblack', 'i', 'zeppelin', 'tonight', 'everybody', 'see', 'youre', 'get', 'stop', 'every', 'shot', 'good', 'house', 'mind', 'dough', 'throw', 'tattoo', 'girl', 'led', 'moving', 'got', 'bad', 'baby', 'around', 'reppin', 'that’s', 'know', 'im', 'mad', 'halfwhite', 'hoe', 'rocker', 'first', 'ohohohohoh', 'oprah', 'shushufflin', 'time', 'devilish', 'drano', 'booty', 'put', 'sound', 'spot', 'now', 'feel', 'naked', 'jock', 'gainin', 'cause', 'mess', 'top', 'dont', 'rise', 'u', 'lose', 'huh', 'cash', 'let', 'make', 'that', 'party']"
Yee,Deorro,,spotify:track:7c8oG0bHh9WCTRYKCiUudb,2014,19,False,210000,0.732,0.989,5,-4.172,0,0.0483,0.102,0.748,0.0551,0.684,127.984,"['yee', 'clap', 'hand']"
Rosana,Wax,,spotify:track:73ACPH1HBxaFvjbPqvs5O2,2012,46,True,234208,0.673,0.704,9,-6.81,1,0.251,0.000952,0.00085,0.133,0.729,171.898,"['one', 'fantasize', 'pleasure', 'many', 'sweeter', 'give', 'cookin', 'floor', 'couple', 'name', 'literally', 'tellin', 'turn', 'bust', 'minimes', 'on', 'drainin', 'ow', 'sucker', 'wanna', 'pretty', 'whats', 'fiendin', 'yo', 'quit', 'bathroom', 'indestructible', 'uh', 'yeah', 'like', 'lil', 'oooow', 'machaca', 'misery', 'tan', 'handle', 'untouchable', 'pain', 'still', 'crunch', 'ooow', 'day', 'quite', 'thigh', 'punch', 'chick', 'ya', 'fuck', 'proper', 'front', 'mean', 'go', 'way', 'home', 'dash', 'nuys', 'uppercut', 'rosana', 'physically', 'hookin', 'get', 'van', 'face', 'boom', 'herve', 'nut', 'buttnaked', 'accent', 'punani', 'boomshakalaka', 'got', 'check', 'shit', 'play', 'butter', 'lotta', 'prize', 'little', 'motherfuckin', 'met', 'know', 'million', 'joy', 'month', 'im', 'ayy', 'think', 'mama', 'stay', 'swimmin', 'bus', 'evenin', 'bedroom', 'for', 'bitchin', 'freaky', 'back', 'peanut', 'kitchen', 'grand', 'hit', 'mornin', 'gonna', 'mami', 'together', 'hall', 'cause', 'want', 'man', 'make', 'tryna', 'work', 'mamacita']"
"Wild One Two (feat. David Guetta, Nicky Romero & Sia) - Single Version",Jack Back,David Guetta,spotify:track:5MnkhumYJRLvLdEzIqkfWy,2012,31,False,346930,0.703,0.684,8,-6.532,1,0.0778,0.00164,0.000378,0.0744,0.217,126.027,"['wanna', 'shut', 'like', 'one', 'hey', 'oohooh', 'show', 'took', 'wild', 'run', 'itd', 'club', 'heard', 'home']"
We Run The Night,Havana Brown,Pitbull,spotify:track:792NyTUEYZD6jPAARVD9s9,2011,0,True,228200,0.687,0.866,9,-4.346,0,0.16,0.00768,0.0,0.37,0.682,127.001,"['dark', 'yes', 'like', 'down', 'ive', 'part', 'em', 'sound', 'high', 'been', 'we', 'sleep', 'ahhhh', 'cant', 'nough', 'never', 'party', 'gain', 'eh', 'rush', 'boy', 'light', 'tell', 'feel', 'enough', 'turn', 'start', 'out', 'passed', 'day', 'sun', 'beat', 'well', 'up', 'afraid', 'skin', 'cause', 'night', 'go', 'woop', 'keep', 'place', 'know', 'bass', 'me', 'pushing', 'feeling', 'again', 'loud', 'get', 'pulling', 'world', 'taking', 'key', 'run', 'heart']"
Rayos De Sol (feat. Henry Mendez),José de Rico,Henry Mendez,spotify:track:0dPzUTUok3gGHNXFDGhe50,2011,0,False,231562,0.747,0.872,8,-4.233,1,0.0355,0.0742,0.00039,0.149,0.882,128.013,"['linda', 'loco', 'caminas', 'divina', 'cuando', 'boquita', 'en', 'oye', 'vacilando', 'siento', 'morena', 'piel', 'poquito', 'playa', 'lo', 'decir', 'con', 'para', 'cosita', 'esa', 'cosas', 'realidad', 'que', 'tu', 'hace', 'yo', 'yeah', 'sentado', 'ese', 'bueno', 'pregunté', 'e', 'escúchame', 'olvidar', 'sabes', 'carmín', 'de', 'méndez', 'roja', 'mar', 'amor', 'buscando', 'ya', 'ahora', 'ti', 'se', 'tus', 'loca', 'dale', 'decirte', 'reflejan', 'eso', 'dijiste', 'difícil', 'pone', 'sentí', 'muchas', 'vuelvas', 'bella', 'te', 'sí', 'el', 'tiene', 'tiempo', 'sigilosamente', 'rico', 'seguimos', 'ojos', 'hoy', 'muy', 'tumbados', 'por', 'comerte', 'belleza', 'dorada', 'pido', 'ando', 'vuelves', 'sentido', 'acercaba', 'tú', 'ver', 'arena', 'rayos', 'sin', 'sol', 'como', 'mami', 'ok', 'cosa', 'simplemente', 'mamita', 'cuerpo', 'quiero', 'poco', 'aroma', 'la', 'nombre', 'f', 'dile', 'un']"
Insomnia,Can't Get No Sleep,,spotify:track:022bp5oecOlSvWC6Y79P8X,2017,45,False,209797,0.641,0.915,11,-5.356,0,0.0679,0.0105,0.714,0.0916,0.484,129.933,"['like', 'tokyo', 'drinking', 'narnia', 'sympathy', 'though', 'blurry', 'york', 'working', 'something', 'give', 'vacation', 'thats', 'busy', 'trippin', '247', 'leave', 'paris', 'cant', 'sleep', 'insomnia', 'worried', 'got', 'ooh', 'looking', 'feel', 'lobby', 'business', 'start', 'shit', 'giving', 'baby', 'new', 'care', 'need', 'hurry', 'ay', 'seing', 'keep', 'way', 'heaven', 'ride', 'want', 'dizzy', 'rodeo', 'kind', 'hobby', 'love', 'me', 'energy', 'im', 'mad', 'la', 'milan', 'hey', 'mexico', 'aah', 'get', 'sorry', 'thing', 'make', 'ninetofives', 'wooh', 'worry', 'said', 'fantasy', 'yeah']"
Blackout,Breathe Carolina,,spotify:track:3RLC8jJmDOZwrJ5izaISXr,2011,51,False,210200,0.662,0.819,6,-4.609,1,0.124,0.00537,0.0,0.0498,0.801,122.951,"['like', 'gettin', 'pace', 'ive', 'dyin', 'phone', 'chase', 'time', 'nothing', 'til', 'cant', 'inhale', 'ooon', 'got', 'blackout', 'waste', 'goin', 'feel', 'hand', 'left', 'this', 'little', 'need', 'started', 'harder', 'fire', 'wrong', 'relate', 'keep', 'go', 'top', 'okay', 'way', 'me', 'lung', 'im', 'caught', 'see', 'cigarette', 'cab', 'get', 'let', 'stop', 'face', 'say']"
Night to Remember - Original Mix,Mike Candys,Antonella Rocco,spotify:track:093R3MmcdzPTm6FPQsjMli,2012,4,False,270309,0.754,0.815,5,-5.957,0,0.0566,0.00613,0.00813,0.0571,0.395,127.994,"['alabama', 'willy', 'one', 'sandal', 'asked', 'head', 'december', 'thats', 'it', 'chamber', 'watch', 'panda', 'drive', 'funny', 'candle', 'rhonda', 'lambda', 'tourist', 'tender', 'here', 'warm', 'oh', 'camper', 'ask', 'welcome', 'wanna', 'shoutout', 'you', 'tempter', 'saver', 'please', 'propaganda', 'shop', 'said', 'were', 'contact', 'ill', 'like', 'big', 'york', 'bend', 'lay', 'stanking', 'wonka', 'rousey', 'screen', 'temper', 'low', 'ooh', 'used', 'promise', 'out', 'day', 'made', 'reminder', 'chick', 'walking', 'well', 'hooking', 'raw', 'come', 'go', 'white', 'act', 'named', 'zonda', 'youre', 'see', 'black', 'wait', 'get', 'already', 'alpha', 'good', 'sweet', 'ape', 'agenda', 'stranger', 'kinda', 'anyway', 'people', 'happens', 'girl', 'sleep', 'pagani', 'tantra', 'when', 'got', 'best', 'bitch', 'check', 'hell', 'babe', 'nigga', 'beat', 'stander', 'remix', 'danger', 'acting', 'going', 'asian', 'know', 'im', 'ganja', 'hoe', 'marvin', 'gotta', 'magenta', 'leg', 'stay', 'brooklyn', 'tanga', 'dab', 'scandal', 'whigga', 'woosah', 'calendar', 'manga', 'unfaithful', 'something', 'samantha', 'booty', 'dancer', 'banger', 'now', 'back', 'gaye', 'hit', 'version', 'passenger', 'candy', 'feel', 'nevermind', 'spender', 'gentle', 'new', 'gonna', 'bananza', 'freaking', 'lock', 'night', 'keep', 'want', 'till', 'amanda', 'pussy', 'desiigner', 'man', 'no', 'making', 'again', 'demander', 'whity', 'cold', 'let', 'remember', 'make', 'fucked', 'canada', 'mantra']"
Woke Up Like This (feat. Storm) [DJ Antoine Vs Mad Mark 2K15 Radio Edit],DJ Antoine,,spotify:track:1h20zjxugwx9C4iz0gWtez,2015,22,False,188222,0.709,0.905,5,-4.829,0,0.0618,0.109,2.38e-06,0.0809,0.893,130.087,
Pound The Alarm,Nicki Minaj,,spotify:track:0jaFadjn9PwHr8ZcqhZmAH,2012,0,True,205640,0.736,0.848,1,-3.635,0,0.068,0.041,4.96e-06,0.0316,0.624,124.987,"['fill', 'shut', 'ima', 'call', 'were', 'younger', 'like', 'hotter', 'getting', 'em', 'so', 'life', 'sexy', 'high', 'knock', 'girl', 'pound', 'now', 'pump', 'alarm', 'bottle', 'sip', 'floor', 'pleeza', 'bad', 'muzzle', 'bitch', 'skeeza', 'turn', 'giuseppe', 'baby', 'little', 'on', 'nicki', 'need', 'show', 'zanotti', 'that’s', 'come', 'night', 'go', 'okay', 'know', 'want', 'guzzle', 'roman', 'ibiza', 'wanna', 'ohohoh', 'glass', 'bout', 'burn', 'im', 'me', 'tonight', 'hey', 'see', 'sneaker', 'get', 'let', 'gotta', 'make', 'miniskirt', 'music', 'yo', 'whoo', 'uh', 'good']"
Memories (feat. Kid Cudi),David Guetta,Kid Cudi,spotify:track:5xYC48nOppVemY6U5GRGTb,2010,76,False,210853,0.546,0.916,8,-3.932,1,0.255,0.00144,4.34e-06,0.251,0.375,129.983,"['26', '29', 'leader', '22', 'dive', '3', 'revofev', 'sweeter', '36', 'ghost', 'tequila', 'dolo', '30', 'kid', '10', 'mr', 'skepta', 'shady', '23', 'rocky', '2', 'pharrell', '35', 'soundtrack', '21', 'nite', 'ign', 'welcome', 'feat', 'ty', '18', 'n', 'away', '20', 'aoki', '7', 'dope', 'baptized', 'design', 'moon', 'life', 'willow', 'mgmt', 'schoolboy', 'alive', '19', 'gomez', '9', '12', '1', 'guetta', 'solo', 'delinquent', 'nightmare', 'damaged', 'day', 'chip', 'west', 'playboi', '5', '13', '24', '41', 'another', 'ti', 'cudi', 'surfin', 'gorgeous', 'memory', 'forever', '17', 'smoke', '27', 'shot', 'adventure', 'common', 'aap', '4', 'jaden', 'temptation', 'kanye', 'pop', 'dangerous', '40', 'moby', '32', 'mojo', 'dolla', 'rager', 'know', 'williams', 'golden', 'travis', '16', '31', 'say', 'ratatat', 'david', '11', '37', '15', 'pursuit', 'benjamin', '28', 'king', 'wizard', 'zone', 'kitchen', '38', 'andre', 'steve', '39', '33', 'marijuana', '25', 'happiness', '14', 'slim', 'scott', '8', 'fire', 'show', 'rose', 'frequency', 'place', 'fеat', 'carti', '34', 'selena', 'man', 'raekwon', 'heartbreak', '6', 'erase', 'eminem', 'make', 'q', 'm3tamorphosis']"
Miss Sunshine - Radio Edit,R.I.O.,,spotify:track:3vVoZZfbnjRveEvO53XEvb,2011,20,False,202997,0.681,0.924,6,-7.387,1,0.0621,0.0433,0.0,0.123,0.746,129.964,"['getting', 'cant', 'never', 'shake', 'turn', 'mymymymy', 'ggggirl', 'on', 'up', 'breaking', 'alright', 'dawn', 'rule', 'fun', 'club', 'oh', 'move', 'came', 'pretty', 'away', 'mineshould', 'like', 'break', 'mineshou', 'observed', 'come', 'go', 'way', 'ruff', 'my', 'i', 'tonight', 'everybody', 'miss', 'see', 'get', 'stop', 'taking', 'high', 'girl', 'air', 'moving', 'got', 'ground', 'baby', 'little', 'around', 'dancing', 'going', 'know', 'coming', 'burning', 'im', 'heart', 'lady', 'shorty', 'naughty', 'time', 'spy', 'something', 'booty', 'eye', 'mine', 'feel', 'blithe', 'dance', 'satellite', 'gosh', 'sunshine', 'fire', 'keep', 'till', 'id', 'let', 'look', 'world', 'make', 'party']"
Club Go Mad (Video Edit),Modana & Carlprit,,spotify:track:3nD0igi5lTkT28uXlovkJ3,2012,1,False,197155,0.738,0.901,8,-4.792,1,0.0335,0.039,0.0,0.0801,0.963,128.017,
Toulouse,Nicky Romero,,spotify:track:5X1AUaISN82uhF5DA7Ea3K,2013,0,False,185625,0.746,0.944,5,-2.959,0,0.0951,0.113,0.354,0.343,0.553,127.977,
100% Freaky - David May Edit Mix,A-Roma,Pitbull,spotify:track:7tFpEoJIkQDiKqhDA85w1d,2014,0,False,187664,0.467,0.898,7,-5.471,0,0.108,0.0251,0.0,0.364,0.636,128.002,"['ima', 'getting', 'errbody', 'told', 'give', 'head', 'err', 'scheme', 'never', 'boy', 'coat', 'real', 'turn', 'quotation', 'gas', 'gone', 'hold', 'ya’ll', 'homo', 'deal', 'wanna', 'courner', 'hard', 'hater', 'morning', 'cover', 'chill', 'square', 'key', 'mic', 'upset', 'fool', 'dope', 'like', 'money', 'waking', 'seventeen', 'life', 'sacrifice', 'nice', 'nothing', 'break', 'fed', 'low', 'flow', 'tell', 'freak', 'expect', 'hang', 'made', 'legend', 'ya', 'finish', 'fuck', 'mean', 'hungry', 'talking', 'speak', 'better', 'see', 'get', 'done', 'smoke', 'right', 'testing', 'pull', 'good', 'preach', 'nobody', 'smell', '‘til', 'da', 'vip', 'chasing', 'grind', 'god', 'vet', 'early', 'live', 'cuz', 'main', 'fucking', 'got', 'ground', 'bitch', 'check', 'mark', 'shit', 'nigga', 'since', '100', 'beat', 'grab', 'bacon', 'that’s', 'know', 'million', 'build', 'im', 'scoop', 'i’mma', 'gotta', 'worry', 'stay', 'bred', 'chase', 'hustle', 'time', 'ion', 'owe', 'aint', 'put', 'shed', 'without', 'take', 'dream', 'somewhere', 'situation', 'feel', 'imma', 'naked', 'dead', 'steady', 'swear', 'next', 'i’ve', 'i’m', 'weed', 'pope', 'dealer', 'gonna', 'ginobili', 'show', 'grinding', 'keep', 'yall', 'neck', 'respect', 'mistaking', 'u', 'aroma', 'id', 'really', 'cold', 'let', 'look', 'make', 'team', 'tryna', 'work', 'skill']"
Ready or Not Here I Come - Radio Edit,Gho$T,,spotify:track:1nRSJ94aBHHxzQ7CP9GlEh,2014,41,False,179002,0.611,0.896,1,-4.844,1,0.0852,0.00396,0.000244,0.341,0.124,128.03,"['six', 'everywhere', 'cat', 'even', 'many', 'ghost', 'thats', 'it', 'else', 'america', 'celebrity', 'name', 'start', 'device', 'wake', 'roll', 'sings', 'free', 'reality', 'ace', 'open', 'not', 'gold', 'morning', 'suffice', 'knee', 'talk', 'yeah', 'ill', 'magic', 'like', 'evening', 'longtail', 'rearranges', 'life', 'bought', 'could', 'everything', 'smile', 'ready', 'fall', 'song', 'hole', 'caged', 'bird', 'come', 'soul', 'home', 'sold', 'be', 'curled', 'dice', 'see', 'get', 'done', 'every', 'already', 'face', 'thing', 'host', 'tune', 'sweet', 'there', 'ive', 'til', 'got', 'bad', 'believe', 'box', 'corner', 'know', 'dreaming', 'me', 'im', 'suicide', 'someone', 'think', 'easy', 'oclock', 'forgot', 'though', 'adore', 'time', 'lucifer', 'daze', 'would', 'star', 'feel', 'story', 'show', 'born', 'wonderful', 'cause', 'night', 'news', 'changed', 'corporate', 'man', 'plan', 'change', 'bow', 'secret', 'let']"
Stereo Love - Radio Edit,Edward Maya,Vika Jigulina,spotify:track:1AguHaKOuggrVTebp7cZEI,2010,63,False,184573,0.799,0.783,1,-3.896,0,0.0322,0.0346,0.0186,0.0757,0.586,127.041,"['ill', 'cry', 'kiss', 'fix', 'mind', 'one', 'losing', 'heart', 'time', 'deny', 'why', 'touch', 'smile', 'cant', 'never', 'air', 'beautiful', 'running', 'dream', 'pain', 'seen', 'flow', 'dying', 'feel', 'real', 'smilin', 'promise', 'blown', 'baby', 'hate', 'need', 'gonna', 'breaking', 'cause', 'go', 'another', 'hiding', 'soul', 'oh', 'ask', 'smiling', 'wanna', 'love', 'control', 'im', 'lie', 'you', 'tonight', 'see', 'please', 'stop', 'done', 'let', 'thing', 'get', 'make', 'body', 'inside', 'run', 'right', 'paying', 'try']"
Rockstar (feat. Nicco) [Radio Edit],DJ Gollum,Empyre One,spotify:track:7rGKSkQMlwlmGsyiJVMvCw,2014,0,False,207596,0.742,0.9,8,-3.537,0,0.0487,0.00176,2.81e-05,0.31,0.252,128.007,
Bang Bang (Explode) - VooDoo & Serano Radio Mix,DF&S,Ceresia,spotify:track:2F6ZYgrwPH651KmXFYqdqA,2013,0,False,183560,0.628,0.88,6,-1.754,1,0.035,0.0111,0.0116,0.0558,0.478,128.001,"['descuidou', 'doido', 'vida', 'loco', 'escapa', 'quer', 'são', 'gira', 'crime', 'disso', 'fixa', 'confusão', 'abre', 'vizinhos', 'policia', 'escurece', 'identificar', 'iludi', 'deve', 'estatística', 'mais', 'quem', 'perigoso', 'velório', 'novo', 'disposição', 'honrada', 'vamos', 'serrado', 'esquina', 'cúbico', 'população', 'suspeita', 'segura', 'prosa', 'cachanga', 'apuro', 'encabulado', 'cobrador', 'trocar', 'sacar', 'doi', 'cruzado', 'homens', 'aos', 'refrão', 'mundo', 'lugar', 'favelado', 'peito', 'pula', 'tiro', 'véio', 'irá', 'acesa', 'que', 'desespero', 'pira', 'morre', 'vira', 'meu', 'ferro', 'respeitar', 'chave', 'vacila', 'sela', 'explode', 'pára', 'bum', 'rapaziada', 'queima', 'e', 'sem', 'amigo', 'molho', 'guincha', 'tá', 'de', 'adrenalina', 'lar', 'periferia', 'não', 'resultado', 'aventura', 'crachá', 'pega', 'rolé', 'destemida', 'perdido', 'mocado', 'cá', 'ligo', 'precária', 'fudeu', 'arquivo', 'assume', 'cadeira', 'dia', 'verso', 'guerra', 'lev', 'sigla', 'malandro', 'cemitério', 'rotina', 'visita', 'pra', 'fica', 'é', 'bi', 'se', 'conhece', 'pergunte', 'saber', 'bola', 'bandido', 'taca', 'favela', 'reunida', 'filum', 'logo', 'sobe', 'hotel', 'sai', 'barracos', 'vai', 'faz', 'fecha', 'sobra', 'da', 'oposição', 'com', 'o', 'em', 'saí', 'mata', 'onze', 'te', 'já', 'nasci', 'diz', 'pá', 'morreu', 'rubro', 'enquadro', 'fudido', 'pavio', 'noticia', 'idéia', 'botão', 'viela', 'hemorrágica', 'carro', 'então', 'ladrão', 'bang', 'metralhado', 'aprendi', 'volta', 'papuda', 'viver', 'habitat', 'rouba', 'meio', 'cena', 'corre', 'cascalho', 'burguês', 'quebra', 'mato', 'agonia', 'uma', 'algu', 'cidade', 'moleque', 'por', 'atira', 'mesmo', 'depois', 'motivo', 'bomba', 'teme', 'mostra', 'rua', 'bop', 'do', 'nato', 'aqui', 'quebrada', 'geme', 'número', 'cadeia', 'aí', 'matou', 'esgoto', 'tem', 'eu', 'minha', 'vem', 'puxa', 'pensar', 'expande', 'perde', 'lombra', 'entra', 'cheia', 'cabuloso', 'encontrou', 'chão', 'bura', 'saiba', 'campão', 'prende', 'tampa', 'tijolo', 'escola', 'pro', 'considerado', 'lotado', 'df', 'tirou', 'dar', 'assim', 'desafio', 'presídio', 'morto', 'nem', 'encontrado', 'muro', 'também', 'treme', 'comédia', 'criminal', 'bate', 'neguinho', 'maluco', 'barro', 'ali', 'acende', 'até', 'entulho', 'medo', 'má', 'molecada', 'desce', 'lá', 'madruga', 'ponta', 'um', 'amanhece', 'mão', 'mixa', 'na', 'levou', 'avenida', 'roda', 'vim', 'isso', 'estão', 'incomodar', 'mete', 'termina', 'passa', 'nóia', 'curte', 'perigo', 'cheiro', 'ao', 'viu', 'boca', 'fogo', 'pura', 'canto', 'muita', 'lhe', 'outro', 'bicho', 'deu', 'malandragem', 'andar', 'maloqueiro', 'buteco', 'faroeste', 'onda', 'bagulho', 'caía', 'pagar']"
L'Amour Toujours - Tiësto Edit,Dzeko & Torres,Delaney Jane,spotify:track:2TcZ05FR0xQWZOaFWyRWUt,2015,0,False,162462,0.591,0.931,3,-2.867,1,0.0967,0.00763,0.000216,0.153,0.17,129.975,"['ill', 'care', 'leave', 'long', 'fly', 'side', 'still', 'always', 'please', 'done', 'come', 'life', 'believe', 'waitin', 'eye', 'baby']"
Radio Hardcore - Video Edit,ItaloBrothers,,spotify:track:7K0FdXdM3jP3h0jrN6yoyW,2010,36,False,191067,0.592,0.942,3,-6.472,1,0.105,0.026,0.0,0.31,0.583,149.966,"['were', 'ddo', 'denmark', 'rocking', 'mind', 'party\ufeff', 'nana', 'hardcore', 'rrewind', 'voice', 'head', 'eye', 'clear', 'france', 'leave', 'radio', 'ear', 'ready', 'all', 'theme', 'floor', 'dance', 'frequence', 'turn', 'wall', 'raise', 'uk', 'track', 'germany', 'breaking', 'frequency', 'here', 'na', 'go', 'choose', 'want', 'usa', 'close', 'behind', 'listen', 'move', 'stand', 'ireland', 'onair', 'scream', 'again', 'open', 'foot', 'hey', 'pplay', 'austria', 'get', 'world', 'make', 'noise', 'more']"
